somatotype,gender,goal,activity_level,exercise_complexity,exercise_type,total_calories,protein_g,carbs_g,fats_g,protein_pct,carbs_pct,fats_pct,breakfast_foods,lunch_foods,dinner_foods,snack_foods,diet_principles,fitness_strategy,fitness_split_strength,fitness_split_cardio,push_exercises,pull_exercises,legs_exercises,bodyweight_exercises,description
endomorph,male,weight_loss,sedentary,beginner,gym,1280,112.0,80.0,56.9,35,25,40,"Egg, Whole, Fried With Cooking Spray | Rice, White, With Lentils, As To Fat | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten | Peppers, Banana, Raw","Chicken, Meatless, | Fish, Catfish, Steamed | Stewed, Seasoned, Ground Beef And Pork, Mexican Style | Rice, White, With Lentils, As To Fat | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten","Fish, Catfish, Steamed | Chicken, Meatless, | Stewed, Seasoned, Ground Beef And Pork, Mexican Style | Beef, For Use With Vegetables | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten","Breadfruit, Cooked | Peppers, Banana, Raw | Fish, Catfish, Steamed",Prioritize lean protein and healthy fats | Strictly limit refined carbohydrates and sugars | Focus on high-fiber vegetables to stay full | Drink plenty of water to support metabolism,Combine consistent cardiovascular exercise to manage fat with strength training to build metabolic-boosting muscle.,3,2,"EIeI8Vf,vmwLyCg,SpYC0Kp,I4hDWkc,67n3r98,DsgkuIt,fSrPP6B,X6C6i5Y","UfePqpx,aaXr7ld,RVwzP10,Hgs6Nl1,q6y3OhV,slDvUAU","5VCj6iH,7zdxRTl,wQ2c4XD,G08RZcQ,ykUOVze",,"Naturally soft and round, gains weight easily, slower metabolism"
endomorph,female,weight_loss,very_active,advanced,gym,1440,126.0,90.0,64.0,35,25,40,"Egg, Whole, Fried With Cooking Spray | Rice, White, With Lentils, As To Fat | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten | Peppers, Banana, Raw","Chicken, Meatless, | Fish, Catfish, Steamed | Stewed, Seasoned, Ground Beef And Pork, Mexican Style | Rice, White, With Lentils, As To Fat | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten","Fish, Catfish, Steamed | Chicken, Meatless, | Stewed, Seasoned, Ground Beef And Pork, Mexican Style | Beef, For Use With Vegetables | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten","Breadfruit, Cooked | Peppers, Banana, Raw | Fish, Catfish, Steamed",Prioritize lean protein and healthy fats | Strictly limit refined carbohydrates and sugars | Focus on high-fiber vegetables to stay full | Drink plenty of water to support metabolism,Combine consistent cardiovascular exercise to manage fat with strength training to build metabolic-boosting muscle.,5,4,"EIeI8Vf,vmwLyCg,bZq4bwK,T0yTjgW,yz9nUhF,dRTfGZT,WcHl7ru,znQUdHY","UfePqpx,HMzLjXx,25GPyDY,aaXr7ld,25GPyDY,b6hQYMb,dG5Smob,trmte8s","TUZLh71,zG0zs85,wQ2c4XD,9E25EOx,7zdxRTl,G08RZcQ,2ORFMoR,IZVHb27",,"Naturally soft and round, gains weight easily, slower metabolism"
endomorph,female,weight_loss,very_active,advanced,bodyweight,1440,126.0,90.0,64.0,35,25,40,"Egg, Whole, Fried With Cooking Spray | Rice, White, With Lentils, As To Fat | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten | Peppers, Banana, Raw","Chicken, Meatless, | Fish, Catfish, Steamed | Stewed, Seasoned, Ground Beef And Pork, Mexican Style | Rice, White, With Lentils, As To Fat | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten","Fish, Catfish, Steamed | Chicken, Meatless, | Stewed, Seasoned, Ground Beef And Pork, Mexican Style | Beef, For Use With Vegetables | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten","Breadfruit, Cooked | Peppers, Banana, Raw | Fish, Catfish, Steamed",Prioritize lean protein and healthy fats | Strictly limit refined carbohydrates and sugars | Focus on high-fiber vegetables to stay full | Drink plenty of water to support metabolism,Combine consistent cardiovascular exercise to manage fat with strength training to build metabolic-boosting muscle.,5,4,,,,"3pqGMQj,RtyAsy1,oLrKqDH,GWoKnIm,yT9tk17,CosupLu,4Ml7QFO,VtTbiP3","Naturally soft and round, gains weight easily, slower metabolism"
endomorph,female,weight_loss,extremely_active,beginner,gym,1600,140.0,100.0,71.1,35,25,40,"Egg, Whole, Fried With Cooking Spray | Rice, White, With Lentils, As To Fat | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten | Peppers, Banana, Raw","Chicken, Meatless, | Fish, Catfish, Steamed | Stewed, Seasoned, Ground Beef And Pork, Mexican Style | Rice, White, With Lentils, As To Fat | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten","Fish, Catfish, Steamed | Chicken, Meatless, | Stewed, Seasoned, Ground Beef And Pork, Mexican Style | Beef, For Use With Vegetables | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten","Breadfruit, Cooked | Peppers, Banana, Raw | Fish, Catfish, Steamed",Prioritize lean protein and healthy fats | Strictly limit refined carbohydrates and sugars | Focus on high-fiber vegetables to stay full | Drink plenty of water to support metabolism,Combine consistent cardiovascular exercise to manage fat with strength training to build metabolic-boosting muscle.,3,2,"EIeI8Vf,vmwLyCg,SpYC0Kp,I4hDWkc,67n3r98,DsgkuIt,fSrPP6B,X6C6i5Y","UfePqpx,aaXr7ld,RVwzP10,Hgs6Nl1,q6y3OhV,slDvUAU","5VCj6iH,7zdxRTl,wQ2c4XD,G08RZcQ,ykUOVze",,"Naturally soft and round, gains weight easily, slower metabolism"
endomorph,female,weight_loss,extremely_active,beginner,bodyweight,1600,140.0,100.0,71.1,35,25,40,"Egg, Whole, Fried With Cooking Spray | Rice, White, With Lentils, As To Fat | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten | Peppers, Banana, Raw","Chicken, Meatless, | Fish, Catfish, Steamed | Stewed, Seasoned, Ground Beef And Pork, Mexican Style | Rice, White, With Lentils, As To Fat | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten","Fish, Catfish, Steamed | Chicken, Meatless, | Stewed, Seasoned, Ground Beef And Pork, Mexican Style | Beef, For Use With Vegetables | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten","Breadfruit, Cooked | Peppers, Banana, Raw | Fish, Catfish, Steamed",Prioritize lean protein and healthy fats | Strictly limit refined carbohydrates and sugars | Focus on high-fiber vegetables to stay full | Drink plenty of water to support metabolism,Combine consistent cardiovascular exercise to manage fat with strength training to build metabolic-boosting muscle.,3,2,,,,"w1NOByi,mr7pkqP,VBAWRPG,u0cNiij,NAkmgdx,9Ap7miY,lFBTISi,6ZCiYWQ","Naturally soft and round, gains weight easily, slower metabolism"
endomorph,female,weight_loss,extremely_active,intermediate,gym,1600,140.0,100.0,71.1,35,25,40,"Egg, Whole, Fried With Cooking Spray | Rice, White, With Lentils, As To Fat | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten | Peppers, Banana, Raw","Chicken, Meatless, | Fish, Catfish, Steamed | Stewed, Seasoned, Ground Beef And Pork, Mexican Style | Rice, White, With Lentils, As To Fat | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten","Fish, Catfish, Steamed | Chicken, Meatless, | Stewed, Seasoned, Ground Beef And Pork, Mexican Style | Beef, For Use With Vegetables | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten","Breadfruit, Cooked | Peppers, Banana, Raw | Fish, Catfish, Steamed",Prioritize lean protein and healthy fats | Strictly limit refined carbohydrates and sugars | Focus on high-fiber vegetables to stay full | Drink plenty of water to support metabolism,Combine consistent cardiovascular exercise to manage fat with strength training to build metabolic-boosting muscle.,4,3,"EIeI8Vf,vmwLyCg,A6wtbuL,fSrPP6B,5v7KYld,j7XMAyn,znQUdHY,Ser9eQp","UfePqpx,lBDjFxJ,NbVPDMW,dG5Smob,aaXr7ld,Hgs6Nl1,slDvUAU,NJzBsGJ","5VCj6iH,wQ2c4XD,my33uHU,ykUOVze,7zdxRTl,9E25EOx,G08RZcQ,Hgs6Nl1",,"Naturally soft and round, gains weight easily, slower metabolism"
endomorph,female,weight_loss,extremely_active,intermediate,bodyweight,1600,140.0,100.0,71.1,35,25,40,"Egg, Whole, Fried With Cooking Spray | Rice, White, With Lentils, As To Fat | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten | Peppers, Banana, Raw","Chicken, Meatless, | Fish, Catfish, Steamed | Stewed, Seasoned, Ground Beef And Pork, Mexican Style | Rice, White, With Lentils, As To Fat | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten","Fish, Catfish, Steamed | Chicken, Meatless, | Stewed, Seasoned, Ground Beef And Pork, Mexican Style | Beef, For Use With Vegetables | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten","Breadfruit, Cooked | Peppers, Banana, Raw | Fish, Catfish, Steamed",Prioritize lean protein and healthy fats | Strictly limit refined carbohydrates and sugars | Focus on high-fiber vegetables to stay full | Drink plenty of water to support metabolism,Combine consistent cardiovascular exercise to manage fat with strength training to build metabolic-boosting muscle.,4,3,,,,"tFToB7l,NAkmgdx,QUDd8WS,L68dTQj,CcWEoWV,Qoujh3Q,rmEukuS,kuMiR2T","Naturally soft and round, gains weight easily, slower metabolism"
endomorph,female,weight_loss,extremely_active,advanced,gym,1600,140.0,100.0,71.1,35,25,40,"Egg, Whole, Fried With Cooking Spray | Rice, White, With Lentils, As To Fat | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten | Peppers, Banana, Raw","Chicken, Meatless, | Fish, Catfish, Steamed | Stewed, Seasoned, Ground Beef And Pork, Mexican Style | Rice, White, With Lentils, As To Fat | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten","Fish, Catfish, Steamed | Chicken, Meatless, | Stewed, Seasoned, Ground Beef And Pork, Mexican Style | Beef, For Use With Vegetables | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten","Breadfruit, Cooked | Peppers, Banana, Raw | Fish, Catfish, Steamed",Prioritize lean protein and healthy fats | Strictly limit refined carbohydrates and sugars | Focus on high-fiber vegetables to stay full | Drink plenty of water to support metabolism,Combine consistent cardiovascular exercise to manage fat with strength training to build metabolic-boosting muscle.,5,4,"EIeI8Vf,vmwLyCg,bZq4bwK,T0yTjgW,yz9nUhF,dRTfGZT,WcHl7ru,znQUdHY","UfePqpx,HMzLjXx,25GPyDY,aaXr7ld,25GPyDY,b6hQYMb,dG5Smob,trmte8s","TUZLh71,zG0zs85,wQ2c4XD,9E25EOx,7zdxRTl,G08RZcQ,2ORFMoR,IZVHb27",,"Naturally soft and round, gains weight easily, slower metabolism"
endomorph,female,weight_loss,extremely_active,advanced,bodyweight,1600,140.0,100.0,71.1,35,25,40,"Egg, Whole, Fried With Cooking Spray | Rice, White, With Lentils, As To Fat | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten | Peppers, Banana, Raw","Chicken, Meatless, | Fish, Catfish, Steamed | Stewed, Seasoned, Ground Beef And Pork, Mexican Style | Rice, White, With Lentils, As To Fat | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten","Fish, Catfish, Steamed | Chicken, Meatless, | Stewed, Seasoned, Ground Beef And Pork, Mexican Style | Beef, For Use With Vegetables | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten","Breadfruit, Cooked | Peppers, Banana, Raw | Fish, Catfish, Steamed",Prioritize lean protein and healthy fats | Strictly limit refined carbohydrates and sugars | Focus on high-fiber vegetables to stay full | Drink plenty of water to support metabolism,Combine consistent cardiovascular exercise to manage fat with strength training to build metabolic-boosting muscle.,5,4,,,,"5MRH8H2,Hgs6Nl1,E4R8Hz1,ztAa1RK,UVL20oz,WhuFnR7,v6EKk0O,IZVHb27","Naturally soft and round, gains weight easily, slower metabolism"
endomorph,female,muscle_gain,sedentary,beginner,gym,1380,103.5,120.8,53.7,30,35,35,"Egg, Whole, Fried With Cooking Spray | Rice, White, With Lentils, As To Fat | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten | Peppers, Banana, Raw","Chicken, Meatless, | Fish, Catfish, Steamed | Stewed, Seasoned, Ground Beef And Pork, Mexican Style | Rice, White, With Lentils, As To Fat | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten","Fish, Catfish, Steamed | Chicken, Meatless, | Stewed, Seasoned, Ground Beef And Pork, Mexican Style | Beef, For Use With Vegetables | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten","Breadfruit, Cooked | Peppers, Banana, Raw | Fish, Catfish, Steamed",Consume lean protein with every meal | Choose complex carbohydrates over simple sugars | Include healthy fats to support hormone production | Monitor portion sizes to avoid excessive fat gain,Focus primarily on progressive strength training with moderate cardiovascular exercise to support recovery.,3,2,"EIeI8Vf,vmwLyCg,SpYC0Kp,I4hDWkc,67n3r98,DsgkuIt,fSrPP6B,X6C6i5Y","UfePqpx,aaXr7ld,RVwzP10,Hgs6Nl1,q6y3OhV,slDvUAU","5VCj6iH,7zdxRTl,wQ2c4XD,G08RZcQ,ykUOVze",,"Naturally soft and round, gains weight easily, slower metabolism"
endomorph,female,muscle_gain,sedentary,beginner,bodyweight,1380,103.5,120.8,53.7,30,35,35,"Egg, Whole, Fried With Cooking Spray | Rice, White, With Lentils, As To Fat | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten | Peppers, Banana, Raw","Chicken, Meatless, | Fish, Catfish, Steamed | Stewed, Seasoned, Ground Beef And Pork, Mexican Style | Rice, White, With Lentils, As To Fat | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten","Fish, Catfish, Steamed | Chicken, Meatless, | Stewed, Seasoned, Ground Beef And Pork, Mexican Style | Beef, For Use With Vegetables | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten","Breadfruit, Cooked | Peppers, Banana, Raw | Fish, Catfish, Steamed",Consume lean protein with every meal | Choose complex carbohydrates over simple sugars | Include healthy fats to support hormone production | Monitor portion sizes to avoid excessive fat gain,Focus primarily on progressive strength training with moderate cardiovascular exercise to support recovery.,3,2,,,,"iqH55N8,Z5YStHW,b63ZzGe,omsF3RN,PM1PZjg,VsopqcV,u27Kcdz,uOV3Itw","Naturally soft and round, gains weight easily, slower metabolism"
endomorph,female,muscle_gain,sedentary,intermediate,gym,1380,103.5,120.8,53.7,30,35,35,"Egg, Whole, Fried With Cooking Spray | Rice, White, With Lentils, As To Fat | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten | Peppers, Banana, Raw","Chicken, Meatless, | Fish, Catfish, Steamed | Stewed, Seasoned, Ground Beef And Pork, Mexican Style | Rice, White, With Lentils, As To Fat | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten","Fish, Catfish, Steamed | Chicken, Meatless, | Stewed, Seasoned, Ground Beef And Pork, Mexican Style | Beef, For Use With Vegetables | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten","Breadfruit, Cooked | Peppers, Banana, Raw | Fish, Catfish, Steamed",Consume lean protein with every meal | Choose complex carbohydrates over simple sugars | Include healthy fats to support hormone production | Monitor portion sizes to avoid excessive fat gain,Focus primarily on progressive strength training with moderate cardiovascular exercise to support recovery.,4,2,"EIeI8Vf,vmwLyCg,A6wtbuL,fSrPP6B,5v7KYld,j7XMAyn,znQUdHY,Ser9eQp","UfePqpx,lBDjFxJ,NbVPDMW,dG5Smob,aaXr7ld,Hgs6Nl1,slDvUAU,NJzBsGJ","5VCj6iH,wQ2c4XD,my33uHU,ykUOVze,7zdxRTl,9E25EOx,G08RZcQ,Hgs6Nl1",,"Naturally soft and round, gains weight easily, slower metabolism"
endomorph,female,muscle_gain,sedentary,intermediate,bodyweight,1380,103.5,120.8,53.7,30,35,35,"Egg, Whole, Fried With Cooking Spray | Rice, White, With Lentils, As To Fat | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten | Peppers, Banana, Raw","Chicken, Meatless, | Fish, Catfish, Steamed | Stewed, Seasoned, Ground Beef And Pork, Mexican Style | Rice, White, With Lentils, As To Fat | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten","Fish, Catfish, Steamed | Chicken, Meatless, | Stewed, Seasoned, Ground Beef And Pork, Mexican Style | Beef, For Use With Vegetables | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten","Breadfruit, Cooked | Peppers, Banana, Raw | Fish, Catfish, Steamed",Consume lean protein with every meal | Choose complex carbohydrates over simple sugars | Include healthy fats to support hormone production | Monitor portion sizes to avoid excessive fat gain,Focus primarily on progressive strength training with moderate cardiovascular exercise to support recovery.,4,2,,,,"u0cNiij,v3vLFW0,9RT8oQW,7aVz15j,vIICElP,GibBPPg,Z5YStHW,s0HKO2I","Naturally soft and round, gains weight easily, slower metabolism"
endomorph,female,muscle_gain,sedentary,advanced,gym,1380,103.5,120.8,53.7,30,35,35,"Egg, Whole, Fried With Cooking Spray | Rice, White, With Lentils, As To Fat | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten | Peppers, Banana, Raw","Chicken, Meatless, | Fish, Catfish, Steamed | Stewed, Seasoned, Ground Beef And Pork, Mexican Style | Rice, White, With Lentils, As To Fat | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten","Fish, Catfish, Steamed | Chicken, Meatless, | Stewed, Seasoned, Ground Beef And Pork, Mexican Style | Beef, For Use With Vegetables | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten","Breadfruit, Cooked | Peppers, Banana, Raw | Fish, Catfish, Steamed",Consume lean protein with every meal | Choose complex carbohydrates over simple sugars | Include healthy fats to support hormone production | Monitor portion sizes to avoid excessive fat gain,Focus primarily on progressive strength training with moderate cardiovascular exercise to support recovery.,5,2,"EIeI8Vf,vmwLyCg,bZq4bwK,T0yTjgW,yz9nUhF,dRTfGZT,WcHl7ru,znQUdHY","UfePqpx,HMzLjXx,25GPyDY,aaXr7ld,25GPyDY,b6hQYMb,dG5Smob,trmte8s","TUZLh71,zG0zs85,wQ2c4XD,9E25EOx,7zdxRTl,G08RZcQ,2ORFMoR,IZVHb27",,"Naturally soft and round, gains weight easily, slower metabolism"
endomorph,female,muscle_gain,sedentary,advanced,bodyweight,1380,103.5,120.8,53.7,30,35,35,"Egg, Whole, Fried With Cooking Spray | Rice, White, With Lentils, As To Fat | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten | Peppers, Banana, Raw","Chicken, Meatless, | Fish, Catfish, Steamed | Stewed, Seasoned, Ground Beef And Pork, Mexican Style | Rice, White, With Lentils, As To Fat | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten","Fish, Catfish, Steamed | Chicken, Meatless, | Stewed, Seasoned, Ground Beef And Pork, Mexican Style | Beef, For Use With Vegetables | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten","Breadfruit, Cooked | Peppers, Banana, Raw | Fish, Catfish, Steamed",Consume lean protein with every meal | Choose complex carbohydrates over simple sugars | Include healthy fats to support hormone production | Monitor portion sizes to avoid excessive fat gain,Focus primarily on progressive strength training with moderate cardiovascular exercise to support recovery.,5,2,,,,"1IFV9h3,rmEukuS,P9GFBME,VuoerH0,lHeUULr,9vz4JlC,kuMiR2T,wSScovH","Naturally soft and round, gains weight easily, slower metabolism"
endomorph,female,muscle_gain,lightly_active,beginner,gym,1609,120.7,140.8,62.6,30,35,35,"Egg, Whole, Fried With Cooking Spray | Rice, White, With Lentils, As To Fat | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten | Peppers, Banana, Raw","Chicken, Meatless, | Fish, Catfish, Steamed | Stewed, Seasoned, Ground Beef And Pork, Mexican Style | Rice, White, With Lentils, As To Fat | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten","Fish, Catfish, Steamed | Chicken, Meatless, | Stewed, Seasoned, Ground Beef And Pork, Mexican Style | Beef, For Use With Vegetables | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten","Breadfruit, Cooked | Peppers, Banana, Raw | Fish, Catfish, Steamed",Consume lean protein with every meal | Choose complex carbohydrates over simple sugars | Include healthy fats to support hormone production | Monitor portion sizes to avoid excessive fat gain,Focus primarily on progressive strength training with moderate cardiovascular exercise to support recovery.,3,2,"EIeI8Vf,vmwLyCg,SpYC0Kp,I4hDWkc,67n3r98,DsgkuIt,fSrPP6B,X6C6i5Y","UfePqpx,aaXr7ld,RVwzP10,Hgs6Nl1,q6y3OhV,slDvUAU","5VCj6iH,7zdxRTl,wQ2c4XD,G08RZcQ,ykUOVze",,"Naturally soft and round, gains weight easily, slower metabolism"
endomorph,female,muscle_gain,lightly_active,beginner,bodyweight,1609,120.7,140.8,62.6,30,35,35,"Egg, Whole, Fried With Cooking Spray | Rice, White, With Lentils, As To Fat | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten | Peppers, Banana, Raw","Chicken, Meatless, | Fish, Catfish, Steamed | Stewed, Seasoned, Ground Beef And Pork, Mexican Style | Rice, White, With Lentils, As To Fat | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten","Fish, Catfish, Steamed | Chicken, Meatless, | Stewed, Seasoned, Ground Beef And Pork, Mexican Style | Beef, For Use With Vegetables | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten","Breadfruit, Cooked | Peppers, Banana, Raw | Fish, Catfish, Steamed",Consume lean protein with every meal | Choose complex carbohydrates over simple sugars | Include healthy fats to support hormone production | Monitor portion sizes to avoid excessive fat gain,Focus primarily on progressive strength training with moderate cardiovascular exercise to support recovery.,3,2,,,,"vpleANJ,x6KpKpq,b63ZzGe,MU9HnE7,Z5YStHW,obe5LMq,u0cNiij,GibBPPg","Naturally soft and round, gains weight easily, slower metabolism"
endomorph,female,muscle_gain,lightly_active,intermediate,gym,1609,120.7,140.8,62.6,30,35,35,"Egg, Whole, Fried With Cooking Spray | Rice, White, With Lentils, As To Fat | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten | Peppers, Banana, Raw","Chicken, Meatless, | Fish, Catfish, Steamed | Stewed, Seasoned, Ground Beef And Pork, Mexican Style | Rice, White, With Lentils, As To Fat | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten","Fish, Catfish, Steamed | Chicken, Meatless, | Stewed, Seasoned, Ground Beef And Pork, Mexican Style | Beef, For Use With Vegetables | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten","Breadfruit, Cooked | Peppers, Banana, Raw | Fish, Catfish, Steamed",Consume lean protein with every meal | Choose complex carbohydrates over simple sugars | Include healthy fats to support hormone production | Monitor portion sizes to avoid excessive fat gain,Focus primarily on progressive strength training with moderate cardiovascular exercise to support recovery.,4,2,"EIeI8Vf,vmwLyCg,A6wtbuL,fSrPP6B,5v7KYld,j7XMAyn,znQUdHY,Ser9eQp","UfePqpx,lBDjFxJ,NbVPDMW,dG5Smob,aaXr7ld,Hgs6Nl1,slDvUAU,NJzBsGJ","5VCj6iH,wQ2c4XD,my33uHU,ykUOVze,7zdxRTl,9E25EOx,G08RZcQ,Hgs6Nl1",,"Naturally soft and round, gains weight easily, slower metabolism"
endomorph,female,muscle_gain,lightly_active,intermediate,bodyweight,1609,120.7,140.8,62.6,30,35,35,"Egg, Whole, Fried With Cooking Spray | Rice, White, With Lentils, As To Fat | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten | Peppers, Banana, Raw","Chicken, Meatless, | Fish, Catfish, Steamed | Stewed, Seasoned, Ground Beef And Pork, Mexican Style | Rice, White, With Lentils, As To Fat | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten","Fish, Catfish, Steamed | Chicken, Meatless, | Stewed, Seasoned, Ground Beef And Pork, Mexican Style | Beef, For Use With Vegetables | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten","Breadfruit, Cooked | Peppers, Banana, Raw | Fish, Catfish, Steamed",Consume lean protein with every meal | Choose complex carbohydrates over simple sugars | Include healthy fats to support hormone production | Monitor portion sizes to avoid excessive fat gain,Focus primarily on progressive strength training with moderate cardiovascular exercise to support recovery.,4,2,,,,"zd4P4B2,B5xca8s,4Jt8QsQ,iqH55N8,znP9SIh,P9GFBME,1YB40kg,wSScovH","Naturally soft and round, gains weight easily, slower metabolism"
endomorph,female,muscle_gain,lightly_active,advanced,gym,1609,120.7,140.8,62.6,30,35,35,"Egg, Whole, Fried With Cooking Spray | Rice, White, With Lentils, As To Fat | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten | Peppers, Banana, Raw","Chicken, Meatless, | Fish, Catfish, Steamed | Stewed, Seasoned, Ground Beef And Pork, Mexican Style | Rice, White, With Lentils, As To Fat | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten","Fish, Catfish, Steamed | Chicken, Meatless, | Stewed, Seasoned, Ground Beef And Pork, Mexican Style | Beef, For Use With Vegetables | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten","Breadfruit, Cooked | Peppers, Banana, Raw | Fish, Catfish, Steamed",Consume lean protein with every meal | Choose complex carbohydrates over simple sugars | Include healthy fats to support hormone production | Monitor portion sizes to avoid excessive fat gain,Focus primarily on progressive strength training with moderate cardiovascular exercise to support recovery.,5,2,"EIeI8Vf,vmwLyCg,bZq4bwK,T0yTjgW,yz9nUhF,dRTfGZT,WcHl7ru,znQUdHY","UfePqpx,HMzLjXx,25GPyDY,aaXr7ld,25GPyDY,b6hQYMb,dG5Smob,trmte8s","TUZLh71,zG0zs85,wQ2c4XD,9E25EOx,7zdxRTl,G08RZcQ,2ORFMoR,IZVHb27",,"Naturally soft and round, gains weight easily, slower metabolism"
endomorph,female,muscle_gain,lightly_active,advanced,bodyweight,1609,120.7,140.8,62.6,30,35,35,"Egg, Whole, Fried With Cooking Spray | Rice, White, With Lentils, As To Fat | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten | Peppers, Banana, Raw","Chicken, Meatless, | Fish, Catfish, Steamed | Stewed, Seasoned, Ground Beef And Pork, Mexican Style | Rice, White, With Lentils, As To Fat | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten","Fish, Catfish, Steamed | Chicken, Meatless, | Stewed, Seasoned, Ground Beef And Pork, Mexican Style | Beef, For Use With Vegetables | Turkey, Light Meat, Breaded, Baked Or Fried, Skin Eaten","Breadfruit, Cooked | Peppers, Banana, Raw | Fish, Catfish, Steamed",Consume lean protein with every meal | Choose complex carbohydrates over simple sugars | Include healthy fats to support hormone production | Monitor portion sizes to avoid excessive fat gain,Focus primarily on progressive strength training with moderate cardiovascular exercise to support recovery.,5,2,,,,"RrLske5,Wgbn9qo,gUjqdei,sVQCCeG,rmEukuS,wSScovH,B5xca8s,0br45wL","Naturally soft and round, gains weight easily, slower metabolism"
