exercise_id,name,complexity_level,primary_equipment,target_muscles,secondary_muscles,body_parts,total_muscle_groups,gif_url,instructions,cardiovascular_endurance_score,muscular_strength_score,muscular_hypertrophy_score,power_development_score,functional_movement_score,calorie_expenditure_score,flexibility_mobility_score,balance_coordination_score,metabolic_conditioning_score,progressive_overload_score,primary_training_category,maintain_weight_compatibility,lose_weight_compatibility,gain_weight_compatibility,build_muscle_compatibility,improve_fitness_compatibility,sedentary_suitability,lightly_active_suitability,moderately_active_suitability,very_active_suitability,extremely_active_suitability,overall_quality_score
x2chWLO,Neck Side Stretch,2,body weight,levator scapulae,"trapezius, sternocleidomastoid",neck,3,https://static.exercisedb.dev/media/x2chWLO.gif,"Step:1 Stand or sit up straight with your shoulders relaxed. | Step:2 Tilt your head to one side, bringing your ear towards your shoulder. | Step:3 Hold the stretch for 15-30 seconds. | Step:4 Repeat on the other side. | Step:5 Perform 2-4 sets on each side.",0.0,3.5,3.0,0.0,5.0,0.0,9.0,6.5,0.0,0.0,Flexibility & Mobility,4.3,1.3,2.3,2.3,3.5,8.5,8.0,6.0,5.0,3.0,2.7
JbC2iaV,Spine Stretch,3,body weight,spine,"hamstrings, glutes",back,3,https://static.exercisedb.dev/media/JbC2iaV.gif,"Step:1 Sit on the ground with your legs extended in front of you. | Step:2 Place your hands on the ground behind you, fingers pointing towards your body. | Step:3 Engage your core and slowly lean back, keeping your back straight. | Step:4 Continue leaning back until you feel a stretch in your spine. | Step:5 Hold the stretch for a few seconds, then slowly return to the starting position. | Step:6 Repeat for the desired number of repetitions.",0.0,3.5,3.0,0.0,5.0,0.0,9.0,6.5,0.0,0.0,Flexibility & Mobility,4.3,1.3,2.3,2.3,3.5,7.5,7.0,7.0,6.0,5.0,2.7
chfnQnM,Back Pec Stretch,3,body weight,lats,"shoulders, chest",back,3,https://static.exercisedb.dev/media/chfnQnM.gif,"Step:1 Stand tall with your feet shoulder-width apart. | Step:2 Extend your arms straight out in front of you, parallel to the ground. | Step:3 Cross your arms in front of your body, with your right arm over your left arm. | Step:4 Interlock your fingers and rotate your palms away from your body. | Step:5 Slowly raise your arms up and away from your body, feeling a stretch in your back and chest. | Step:6 Hold the stretch for 15-30 seconds, then release. | Step:7 Repeat on the opposite side.",0.0,3.5,3.0,0.0,5.0,0.0,9.0,6.5,0.0,0.0,Flexibility & Mobility,4.3,1.3,2.3,2.3,3.5,7.5,7.0,7.0,6.0,5.0,2.7
qBcKorM,All Fours Squad Stretch,2,body weight,quads,"hamstrings, glutes",upper legs,3,https://static.exercisedb.dev/media/qBcKorM.gif,"Step:1 Start on all fours with your hands directly under your shoulders and your knees directly under your hips. | Step:2 Extend one leg straight back, keeping your knee bent and your foot flexed. | Step:3 Slowly lower your hips towards the ground, feeling a stretch in your quads. | Step:4 Hold this position for 20-30 seconds. | Step:5 Switch legs and repeat the stretch on the other side.",0.0,3.5,3.0,0.0,5.0,0.0,9.0,6.5,0.0,0.0,Flexibility & Mobility,4.3,1.3,2.3,2.3,3.5,8.5,8.0,6.0,5.0,3.0,2.7
2Dk4xQV,Rocking Frog Stretch,3,body weight,glutes,"hamstrings, quadriceps",upper legs,3,https://static.exercisedb.dev/media/2Dk4xQV.gif,"Step:1 Start by kneeling on the ground with your knees hip-width apart. | Step:2 Place your hands on the ground in front of you for support. | Step:3 Slowly lean forward, shifting your weight onto your hands and extending your legs behind you. | Step:4 Keep your back straight and engage your glutes as you push your hips back and up towards the ceiling. | Step:5 Hold this position for a few seconds, feeling a stretch in your glutes. | Step:6 Slowly return to the starting position by bending your knees and lowering your hips back down. | Step:7 Repeat for the desired number of repetitions.",0.0,3.5,3.0,0.0,5.0,0.0,9.0,6.5,0.0,0.0,Flexibility & Mobility,4.3,1.3,2.3,2.3,3.5,7.5,7.0,7.0,6.0,5.0,2.7
DFGXwZr,World Greatest Stretch,3,body weight,hamstrings,"glutes, quadriceps, calves",upper legs,4,https://static.exercisedb.dev/media/DFGXwZr.gif,"Step:1 Start in a lunge position with your right foot forward and your left foot back. | Step:2 Place your hands on the ground on either side of your right foot. | Step:3 Lower your left knee to the ground and extend your right leg, keeping your right foot flat on the ground. | Step:4 Rotate your torso to the right, reaching your right arm up towards the ceiling. | Step:5 Hold this position for a few seconds, then return to the starting position. | Step:6 Switch sides and repeat the stretch with your left foot forward.",0.0,3.5,3.0,0.0,5.0,0.0,9.0,6.5,0.0,0.0,Flexibility & Mobility,4.3,1.3,2.3,2.3,3.5,7.5,7.0,7.0,6.0,5.0,2.7
pZwUsKB,Iron Cross Stretch,3,body weight,glutes,"hamstrings, quadriceps",upper legs,3,https://static.exercisedb.dev/media/pZwUsKB.gif,"Step:1 Lie flat on your back with your arms extended out to the sides. | Step:2 Raise your legs up towards the ceiling, keeping them straight. | Step:3 Slowly lower your legs to one side, aiming to touch the floor with your feet. | Step:4 Hold the stretch for a few seconds, then return your legs to the starting position. | Step:5 Repeat the stretch on the other side. | Step:6 Continue alternating sides for the desired number of repetitions.",0.0,3.5,3.0,0.0,5.0,0.0,9.0,6.5,0.0,0.0,Flexibility & Mobility,4.3,1.3,2.3,2.3,3.5,7.5,7.0,7.0,6.0,5.0,2.7
bWlZvXh,Butterfly Yoga Pose,3,body weight,adductors,"hamstrings, groin",upper legs,3,https://static.exercisedb.dev/media/bWlZvXh.gif,"Step:1 Sit on the floor with your legs extended in front of you. | Step:2 Bend your knees and bring the soles of your feet together, allowing your knees to fall out to the sides. | Step:3 Hold onto your ankles or feet with your hands. | Step:4 Sit up tall and lengthen your spine. | Step:5 Gently press your knees down towards the floor, feeling a stretch in your inner thighs. | Step:6 Hold this position for a few breaths. | Step:7 To release, slowly bring your knees back up and extend your legs.",0.0,3.5,3.0,0.0,5.0,0.0,9.0,6.5,0.0,0.0,Flexibility & Mobility,4.3,1.3,2.3,2.3,3.5,7.5,7.0,7.0,6.0,5.0,2.7
xGgAGPm,Chair Leg Extended Stretch,2,body weight,quads,"hamstrings, calves",upper legs,3,https://static.exercisedb.dev/media/xGgAGPm.gif,"Step:1 Sit on the edge of a chair with your back straight and feet flat on the ground. | Step:2 Extend one leg straight out in front of you, keeping your heel on the ground. | Step:3 Lean forward slightly, feeling a stretch in your quadriceps. | Step:4 Hold this position for 20-30 seconds. | Step:5 Switch legs and repeat the stretch.",0.0,3.5,3.0,0.0,5.0,0.0,9.0,6.5,0.0,0.0,Flexibility & Mobility,4.3,1.3,2.3,2.3,3.5,8.5,8.0,6.0,5.0,3.0,2.7
xifhB5W,Rear Deltoid Stretch,2,body weight,delts,"trapezius, rhomboids",shoulders,3,https://static.exercisedb.dev/media/xifhB5W.gif,"Step:1 Stand tall with your feet shoulder-width apart. | Step:2 Extend your right arm across your chest, placing your left hand on your right elbow. | Step:3 Gently pull your right arm towards your left shoulder, feeling a stretch in your right shoulder. | Step:4 Hold the stretch for 15-30 seconds, then release. | Step:5 Repeat on the other side.",0.0,3.5,3.0,0.0,5.0,0.0,9.0,6.5,0.0,0.0,Flexibility & Mobility,4.3,1.3,2.3,2.3,3.5,8.5,8.0,6.0,5.0,3.0,2.7
QFmz6ch,Seated Lower Back Stretch,2,body weight,lats,"glutes, hamstrings",back,3,https://static.exercisedb.dev/media/QFmz6ch.gif,"Step:1 Sit on the edge of a chair with your feet flat on the ground. | Step:2 Place your hands on your thighs or on the sides of the chair for support. | Step:3 Slowly lean forward from your hips, keeping your back straight. | Step:4 Feel the stretch in your lower back and hold for 20-30 seconds. | Step:5 Slowly return to the starting position and repeat for the desired number of repetitions.",0.0,3.5,3.0,0.0,5.0,0.0,9.0,6.5,0.0,0.0,Flexibility & Mobility,4.3,1.3,2.3,2.3,3.5,8.5,8.0,6.0,5.0,3.0,2.7
fF6GKVh,Chair Leg Extended Stretch With Modified,2,body weight,quads,"hamstrings, calves",upper legs,3,https://static.exercisedb.dev/media/fF6GKVh.gif,"Step:1 Sit on the edge of a chair with your back straight and feet flat on the ground. | Step:2 Extend one leg straight out in front of you, keeping your heel on the ground. | Step:3 Lean forward slightly, feeling a stretch in your quadriceps. | Step:4 Hold this position for 20-30 seconds. Focus on modified movement. | Step:5 Switch legs and repeat the stretch.",0.0,3.5,3.0,0.0,5.0,0.0,9.0,6.5,0.0,0.0,Flexibility & Mobility,4.3,1.3,2.3,2.3,3.5,8.5,8.0,6.0,5.0,3.0,2.7
p5v6rdT,Iron Cross Stretch - Deep Variation,3,body weight,glutes,"hamstrings, quadriceps",upper legs,3,https://static.exercisedb.dev/media/p5v6rdT.gif,"Step:1 Lie flat on your back with your arms extended out to the sides. | Step:2 Raise your legs up towards the ceiling, keeping them straight. | Step:3 Slowly lower your legs to one side, aiming to touch the floor with your feet. | Step:4 Hold the stretch for a few seconds, then return your legs to the starting position. | Step:5 Repeat the stretch on the other side. Maintain deep form throughout. | Step:6 Continue alternating sides for the desired number of repetitions.",0.0,3.5,3.0,0.0,5.0,0.0,9.0,6.5,0.0,0.0,Flexibility & Mobility,4.3,1.3,2.3,2.3,3.5,7.5,7.0,7.0,6.0,5.0,2.7
LzX8YEz,All Fours Squad Stretch - Elevated Variation,2,body weight,quads,"hamstrings, glutes",upper legs,3,https://static.exercisedb.dev/media/LzX8YEz.gif,"Step:1 Start on all fours with your hands directly under your shoulders and your knees directly under your hips. | Step:2 Extend one leg straight back, keeping your knee bent and your foot flexed. Maintain elevated form throughout. | Step:3 Slowly lower your hips towards the ground, feeling a stretch in your quads. | Step:4 Hold this position for 20-30 seconds. | Step:5 Switch legs and repeat the stretch on the other side.",0.0,3.5,3.0,0.0,5.0,0.0,9.0,6.5,0.0,0.0,Flexibility & Mobility,4.3,1.3,2.3,2.3,3.5,8.5,8.0,6.0,5.0,3.0,2.7
1jXLYEw,Standing Lateral Stretch,3,body weight,lats,"shoulders, obliques",back,3,https://static.exercisedb.dev/media/1jXLYEw.gif,"Step:1 Stand with your feet shoulder-width apart and your knees slightly bent. | Step:2 Extend your arms straight out to the sides, parallel to the ground. | Step:3 Slowly lean your upper body to one side, feeling a stretch in your side and lats. | Step:4 Hold the stretch for 15-30 seconds. | Step:5 Return to the starting position and repeat on the other side. | Step:6 Repeat for the desired number of repetitions.",0.0,3.5,3.0,0.0,5.0,0.0,9.0,6.5,0.0,0.0,Flexibility & Mobility,4.3,1.3,2.3,2.3,3.5,7.5,7.0,7.0,6.0,5.0,2.7
oQRJYkC,Side Push Neck Stretch,3,body weight,levator scapulae,"trapezius, sternocleidomastoid",neck,3,https://static.exercisedb.dev/media/oQRJYkC.gif,"Step:1 Stand or sit up straight with your shoulders relaxed. | Step:2 Tilt your head to the right, bringing your right ear towards your right shoulder. | Step:3 Place your right hand on the left side of your head and gently apply pressure to increase the stretch. | Step:4 Hold the stretch for 15-30 seconds. | Step:5 Repeat on the other side, tilting your head to the left and applying pressure with your left hand. | Step:6 Repeat the stretch 2-3 times on each side.",0.0,3.5,3.0,0.0,5.0,0.0,9.0,6.5,0.0,0.0,Flexibility & Mobility,4.3,1.3,2.3,2.3,3.5,7.5,7.0,7.0,6.0,5.0,2.7
jDOKRM5,Side Lying Floor Stretch,3,body weight,lats,"obliques, glutes",back,3,https://static.exercisedb.dev/media/jDOKRM5.gif,"Step:1 Lie on your side with your legs straight and your bottom arm extended straight overhead. | Step:2 Bend your top knee and place your foot on the ground in front of your bottom leg. | Step:3 Reach your top arm over your head and grab onto something stable, like a wall or a piece of furniture. | Step:4 Slowly lift your bottom leg off the ground, keeping it straight, until you feel a stretch in your side. | Step:5 Hold the stretch for 20-30 seconds, then slowly lower your leg back down. | Step:6 Repeat on the other side.",0.0,3.5,3.0,0.0,5.0,0.0,9.0,6.5,0.0,0.0,Flexibility & Mobility,4.3,1.3,2.3,2.3,3.5,7.5,7.0,7.0,6.0,5.0,2.7
7ePTw4B,Exercise Ball Seated Triceps Stretch,2,stability ball,triceps,shoulders,upper arms,2,https://static.exercisedb.dev/media/7ePTw4B.gif,"Step:1 Sit on a stability ball with your feet flat on the ground and your back straight. | Step:2 Hold a dumbbell in one hand and extend your arm straight up above your head. | Step:3 Bend your elbow and lower the dumbbell behind your head, keeping your upper arm close to your ear. | Step:4 Hold the stretch for a few seconds, then return to the starting position. | Step:5 Repeat with the other arm.",0.0,0.0,0.0,0.0,7.0,0.0,9.0,8.5,0.0,0.0,Flexibility & Mobility,4.3,1.1,1.1,1.1,3.4,7.0,8.0,6.0,5.0,3.0,2.3
PzNxakt,Calf Push Stretch With Hands Against Wall,3,body weight,calves,hamstrings,lower legs,2,https://static.exercisedb.dev/media/PzNxakt.gif,"Step:1 Stand facing a wall with your feet hip-width apart. | Step:2 Place your hands against the wall at shoulder height. | Step:3 Step back with one foot, keeping your heel on the ground and your leg straight. | Step:4 Bend your front knee slightly and lean forward, feeling a stretch in your calf. | Step:5 Hold the stretch for 20-30 seconds. | Step:6 Switch legs and repeat the stretch.",2.0,0.0,0.0,0.0,5.0,2.5,9.0,6.5,0.0,0.0,Flexibility & Mobility,4.0,1.8,0.8,0.8,3.2,7.5,7.0,7.0,6.0,5.0,2.3
yRYyfdA,Exercise Ball Seated Hamstring Stretch,3,stability ball,hamstrings,"glutes, lower back",upper legs,3,https://static.exercisedb.dev/media/yRYyfdA.gif,"Step:1 Sit on the stability ball with your feet flat on the ground and your knees bent at a 90-degree angle. | Step:2 Slowly roll the ball forward, walking your feet out until your upper back is resting on the ball and your legs are extended straight in front of you. | Step:3 Place your hands on your hips for support. | Step:4 Engage your core and slowly lower your upper body towards the ground, keeping your back straight and your chest lifted. | Step:5 Stop when you feel a stretch in your hamstrings, and hold the position for 20-30 seconds. | Step:6 Slowly return to the starting position by pushing through your heels and using your hamstrings to pull yourself back up. | Step:7 Repeat for the desired number of repetitions.",0.0,0.0,0.0,0.0,7.0,0.0,9.0,8.5,0.0,0.0,Flexibility & Mobility,4.3,1.1,1.1,1.1,3.4,6.0,7.0,7.0,6.0,5.0,2.3
m0tCHqc,Calf Stretch With Hands Against Wall,3,body weight,calves,hamstrings,lower legs,2,https://static.exercisedb.dev/media/m0tCHqc.gif,"Step:1 Stand facing a wall with your feet hip-width apart. | Step:2 Place your hands against the wall at shoulder height. | Step:3 Step your right foot back, keeping your heel on the ground and your leg straight. | Step:4 Bend your left knee and lean forward, keeping your back leg straight and your heel on the ground. | Step:5 Hold the stretch for 20-30 seconds. | Step:6 Switch legs and repeat the stretch.",2.0,0.0,0.0,0.0,5.0,2.5,9.0,6.5,0.0,0.0,Flexibility & Mobility,4.0,1.8,0.8,0.8,3.2,7.5,7.0,7.0,6.0,5.0,2.3
rTbyBYV,Exercise Ball Lying Side Lat Stretch,2,stability ball,lats,"shoulders, triceps",back,3,https://static.exercisedb.dev/media/rTbyBYV.gif,"Step:1 Lie on your side with your legs extended and your head supported by the stability ball. | Step:2 Place your top arm on the ball for stability. | Step:3 Reach your top arm overhead and allow your torso to rotate slightly. | Step:4 Feel the stretch in your lat muscles on the side of your body. | Step:5 Hold the stretch for 20-30 seconds, then switch sides and repeat.",0.0,0.0,0.0,0.0,7.0,0.0,9.0,8.5,0.0,0.0,Flexibility & Mobility,4.3,1.1,1.1,1.1,3.4,7.0,8.0,6.0,5.0,3.0,2.3
2LQkNPW,Exercise Ball Hip Flexor Stretch,2,stability ball,glutes,"quadriceps, hamstrings",upper legs,3,https://static.exercisedb.dev/media/2LQkNPW.gif,"Step:1 Place the stability ball on the ground and kneel in front of it. | Step:2 Place your right foot on top of the stability ball, with your knee bent at a 90-degree angle. | Step:3 Extend your left leg behind you, keeping it straight. | Step:4 Lean forward, pushing your hips towards the stability ball, until you feel a stretch in your right hip flexor. | Step:5 Hold the stretch for 20-30 seconds, then switch sides and repeat.",0.0,0.0,0.0,0.0,7.0,0.0,9.0,8.5,0.0,0.0,Flexibility & Mobility,4.3,1.1,1.1,1.1,3.4,7.0,8.0,6.0,5.0,3.0,2.3
Uto7l43,Chest And Front Of Shoulder Stretch,3,body weight,pectorals,deltoids,chest,2,https://static.exercisedb.dev/media/Uto7l43.gif,"Step:1 Stand tall with your feet shoulder-width apart. | Step:2 Extend your arms straight out in front of you at shoulder height. | Step:3 Cross your arms in front of your body, with your right arm on top of your left arm. | Step:4 Interlace your fingers and press your palms together. | Step:5 Gently squeeze your shoulder blades together and push your hands forward, feeling a stretch in your chest and front of your shoulders. | Step:6 Hold the stretch for 20-30 seconds, then release. | Step:7 Repeat for the desired number of repetitions.",2.0,0.0,0.0,0.0,5.0,2.5,9.0,6.5,0.0,0.0,Flexibility & Mobility,4.0,1.8,0.8,0.8,3.2,7.5,7.0,7.0,6.0,5.0,2.3
DeDThfG,Seated Glute Stretch,3,body weight,glutes,hamstrings,upper legs,2,https://static.exercisedb.dev/media/DeDThfG.gif,"Step:1 Sit on the ground with your legs extended in front of you. | Step:2 Bend your right knee and cross your right ankle over your left thigh. | Step:3 Place your right hand on the ground behind you for support. | Step:4 With your left hand, gently press down on your right knee to deepen the stretch. | Step:5 Hold the stretch for 30 seconds to 1 minute. | Step:6 Switch sides and repeat.",2.0,0.0,0.0,0.0,5.0,2.5,9.0,6.5,0.0,0.0,Flexibility & Mobility,4.0,1.8,0.8,0.8,3.2,7.5,7.0,7.0,6.0,5.0,2.3
vobtVkm,Calf Push Stretch With Hands Against Wall Elite,3,body weight,calves,hamstrings,lower legs,2,https://static.exercisedb.dev/media/vobtVkm.gif,"Step:1 Stand facing a wall with your feet hip-width apart. | Step:2 Place your hands against the wall at shoulder height. | Step:3 Step back with one foot, keeping your heel on the ground and your leg straight. | Step:4 Bend your front knee slightly and lean forward, feeling a stretch in your calf. | Step:5 Hold the stretch for 20-30 seconds. | Step:6 Switch legs and repeat the stretch. Focus on elite movement.",2.0,0.0,0.0,0.0,5.0,2.5,9.0,6.5,0.0,0.0,Flexibility & Mobility,4.0,1.8,0.8,0.8,3.2,7.5,7.0,7.0,6.0,5.0,2.3
pNIKolI,Exercise Ball Seated Triceps Stretch Wide,2,stability ball,triceps,shoulders,upper arms,2,https://static.exercisedb.dev/media/pNIKolI.gif,"Step:1 Sit on a stability ball with your feet flat on the ground and your back straight. | Step:2 Hold a dumbbell in one hand and extend your arm straight up above your head. | Step:3 Bend your elbow and lower the dumbbell behind your head, keeping your upper arm close to your ear. Maintain wide form throughout. | Step:4 Hold the stretch for a few seconds, then return to the starting position. | Step:5 Repeat with the other arm.",0.0,0.0,0.0,0.0,7.0,0.0,9.0,8.5,0.0,0.0,Flexibility & Mobility,4.3,1.1,1.1,1.1,3.4,7.0,8.0,6.0,5.0,3.0,2.3
W1p7BND,Chest Stretch With Exercise Ball Partial,2,stability ball,pectorals,"shoulders, triceps",chest,3,https://static.exercisedb.dev/media/W1p7BND.gif,"Step:1 Sit on the stability ball with your feet flat on the ground and your back straight. | Step:2 Hold the exercise ball with both hands and extend your arms straight out in front of you. Focus on partial movement. | Step:3 Slowly bring the exercise ball towards your chest, feeling a stretch in your chest muscles. | Step:4 Hold the stretch for a few seconds, then slowly return to the starting position. | Step:5 Repeat for the desired number of repetitions.",0.0,0.0,0.0,0.0,7.0,0.0,9.0,8.5,0.0,0.0,Flexibility & Mobility,4.3,1.1,1.1,1.1,3.4,7.0,8.0,6.0,5.0,3.0,2.3
hjWjJEm,Exercise Ball Hip Flexor Stretch Pointed,2,stability ball,glutes,"quadriceps, hamstrings",upper legs,3,https://static.exercisedb.dev/media/hjWjJEm.gif,"Step:1 Place the stability ball on the ground and kneel in front of it. | Step:2 Place your right foot on top of the stability ball, with your knee bent at a 90-degree angle. | Step:3 Extend your left leg behind you, keeping it straight. | Step:4 Lean forward, pushing your hips towards the stability ball, until you feel a stretch in your right hip flexor. | Step:5 Hold the stretch for 20-30 seconds, then switch sides and repeat. Emphasize pointed control.",0.0,0.0,0.0,0.0,7.0,0.0,9.0,8.5,0.0,0.0,Flexibility & Mobility,4.3,1.1,1.1,1.1,3.4,7.0,8.0,6.0,5.0,3.0,2.3
