exercise_id,name,complexity_level,primary_equipment,target_muscles,secondary_muscles,body_parts,total_muscle_groups,gif_url,instructions,cardiovascular_endurance_score,muscular_strength_score,muscular_hypertrophy_score,power_development_score,functional_movement_score,calorie_expenditure_score,flexibility_mobility_score,balance_coordination_score,metabolic_conditioning_score,progressive_overload_score,primary_training_category,maintain_weight_compatibility,lose_weight_compatibility,gain_weight_compatibility,build_muscle_compatibility,improve_fitness_compatibility,sedentary_suitability,lightly_active_suitability,moderately_active_suitability,very_active_suitability,extremely_active_suitability,overall_quality_score
iPm26QU,Box Jump Down With One Leg Stabilization,3,body weight,calves,"quadriceps, hamstrings, glutes",lower legs,4,https://static.exercisedb.dev/media/iPm26QU.gif,"Step:1 Stand in front of a box or platform with your feet shoulder-width apart. | Step:2 Bend your knees and jump onto the box, landing softly with one foot on the box and the other foot hanging off the edge. | Step:3 Stabilize yourself on the box with the foot that is on it, while keeping the other foot off the ground. | Step:4 Hold this position for a few seconds, engaging your calf muscles to maintain balance. | Step:5 Slowly step down with the foot that is on the box, returning to the starting position. | Step:6 Repeat the exercise with the other leg.",7.5,10.0,3.0,9.0,10.0,7.5,0.0,2.0,8.5,0.0,Strength Training,6.7,8.5,5.9,5.9,7.5,6.5,6.0,7.0,7.0,6.0,6.3
TDYiji6,Jump Squat V. 2,2,body weight,glutes,"quadriceps, hamstrings, calves",upper legs,4,https://static.exercisedb.dev/media/TDYiji6.gif,"Step:1 Stand with your feet shoulder-width apart. | Step:2 Lower your body into a squat position by bending your knees and pushing your hips back. | Step:3 Jump explosively, extending your hips and knees fully. | Step:4 Land softly on the balls of your feet and immediately lower your body back into a squat position. | Step:5 Repeat for the desired number of repetitions.",7.5,10.0,10.0,9.0,10.0,7.5,0.0,2.0,8.5,9.0,Strength Training,6.7,8.5,9.6,9.6,7.5,7.5,7.0,6.0,6.0,4.0,7.9
SaDOwk7,Backward Jump,2,body weight,quads,"hamstrings, glutes, calves",upper legs,4,https://static.exercisedb.dev/media/SaDOwk7.gif,"Step:1 Stand with your feet shoulder-width apart. | Step:2 Bend your knees slightly and jump backwards, pushing off with both feet. | Step:3 Land softly on the balls of your feet, bending your knees to absorb the impact. | Step:4 Repeat for the desired number of repetitions.",7.5,10.0,3.0,9.0,10.0,7.5,0.0,2.0,8.5,0.0,Strength Training,6.7,8.5,5.9,5.9,7.5,7.5,7.0,6.0,6.0,4.0,6.3
EpKrFiv,Incline Push Up Depth Jump With Complex,4,body weight,pectorals,"triceps, shoulders, core",chest,4,https://static.exercisedb.dev/media/EpKrFiv.gif,"Step:1 Find an elevated surface, such as a bench or step, and place your hands shoulder-width apart on the edge. | Step:2 Step your feet back, keeping your body in a straight line from head to heels. | Step:3 Lower your chest towards the edge of the surface, bending your elbows and keeping your body aligned. Maintain complex form throughout. | Step:4 Push through your palms to extend your arms and return to the starting position. | Step:5 Jump off the edge of the surface, landing softly with your knees slightly bent. | Step:6 Repeat the push-up and depth jump for the desired number of repetitions.",7.5,10.0,3.0,9.0,10.0,7.5,0.0,2.0,8.5,0.0,Strength Training,6.7,8.5,5.9,5.9,7.5,4.5,5.0,6.0,8.0,7.0,6.3
0JtKWum,Dumbbell Burpee,4,dumbbell,cardiovascular system,"quadriceps, hamstrings, calves, shoulders, triceps, core",cardio,7,https://static.exercisedb.dev/media/0JtKWum.gif,"Step:1 Start in a standing position with your feet shoulder-width apart and a dumbbell in each hand. | Step:2 Lower your body into a squat position, placing the dumbbells on the ground in front of you. | Step:3 Kick your feet back into a push-up position, keeping your body in a straight line. | Step:4 Perform a push-up, bending your elbows and lowering your chest towards the ground. | Step:5 Jump your feet back towards your hands, landing in a squat position. | Step:6 Stand up explosively, lifting the dumbbells off the ground and bringing them to your shoulders. | Step:7 Press the dumbbells overhead, fully extending your arms. | Step:8 Lower the dumbbells back to your shoulders and repeat the entire sequence for the desired number of repetitions.",7.5,8.5,7.5,6.0,8.0,6.0,0.0,0.0,8.5,9.0,Strength Training,5.6,7.6,7.9,7.9,6.2,4.5,5.0,6.0,7.0,6.0,6.6
UgDm3oy,Kneeling Jump Squat,3,barbell,glutes,"quadriceps, hamstrings, calves",upper legs,4,https://static.exercisedb.dev/media/UgDm3oy.gif,"Step:1 Start by kneeling on the ground with your feet hip-width apart and your toes pointing forward. | Step:2 Hold a barbell across your upper back, resting it on your shoulders. | Step:3 Engage your core and glutes, then explosively jump up into the air, extending your hips and knees. | Step:4 As you jump, push through your toes and fully extend your ankles, knees, and hips. | Step:5 Land softly back on the ground, bending your knees to absorb the impact. | Step:6 Immediately go into the next repetition, repeating the jump squat motion.",7.5,7.0,7.5,9.0,7.5,7.5,0.0,0.0,8.5,9.0,Power Training,5.1,7.7,8.0,8.0,6.0,4.0,6.0,7.0,8.0,7.0,6.7
1gFNTZV,Barbell Jump Squat,2,barbell,glutes,"quadriceps, hamstrings, calves",upper legs,4,https://static.exercisedb.dev/media/1gFNTZV.gif,"Step:1 Start by standing with your feet shoulder-width apart, holding a barbell across your upper back. | Step:2 Lower your body into a squat position by bending your knees and pushing your hips back. | Step:3 Once you reach the bottom of the squat, explode upwards by jumping off the ground. | Step:4 As you jump, extend your hips, knees, and ankles, pushing through your toes. | Step:5 Land softly back into the squat position and immediately repeat the movement for the desired number of repetitions.",7.5,7.0,7.5,9.0,7.5,7.5,0.0,0.0,8.5,9.0,Power Training,5.1,7.7,8.0,8.0,6.0,5.0,7.0,6.0,7.0,5.0,6.7
e1e76I2,Jump Rope,2,rope,cardiovascular system,"calves, quadriceps, hamstrings, glutes",cardio,5,https://static.exercisedb.dev/media/e1e76I2.gif,"Step:1 Hold the handles of the jump rope with your hands, palms facing inward. | Step:2 Stand with your feet shoulder-width apart and knees slightly bent. | Step:3 Swing the rope over your head and jump over it as it comes towards your feet. | Step:4 Land softly on the balls of your feet and repeat the jump as the rope comes around again. | Step:5 Continue jumping for the desired duration or number of repetitions.",7.5,7.0,0.0,9.0,7.5,7.5,0.0,0.0,8.5,0.0,Power Training,5.1,7.7,4.1,4.1,6.0,6.0,7.0,6.0,6.0,4.0,5.1
nqs5HGV,Single Leg Squat (Pistol) Male,3,body weight,glutes,"quadriceps, hamstrings, calves",upper legs,4,https://static.exercisedb.dev/media/nqs5HGV.gif,"Step:1 Stand with your feet shoulder-width apart and arms extended in front of you. | Step:2 Lift your right foot off the ground and extend it forward. | Step:3 Slowly lower your body down by bending your left knee and pushing your hips back. | Step:4 Keep your chest up and your back straight as you lower yourself down. | Step:5 Lower until your left thigh is parallel to the ground, or as low as you can comfortably go. | Step:6 Pause for a moment at the bottom, then push through your left heel to return to the starting position. | Step:7 Repeat for the desired number of repetitions, then switch legs.",0.0,10.0,10.0,0.0,10.0,6.0,0.0,8.5,0.0,9.0,Strength Training,5.9,4.4,8.3,8.3,5.5,7.5,7.0,7.0,6.0,5.0,5.9
27NNGFr,Cable Incline Fly (On Stability Ball),4,cable,pectorals,"deltoids, triceps",chest,3,https://static.exercisedb.dev/media/27NNGFr.gif,"Step:1 Set up a stability ball at an incline angle. | Step:2 Attach the cable handles to the high pulleys of a cable machine. | Step:3 Sit on the stability ball facing away from the machine, with your feet firmly planted on the ground. | Step:4 Grasp the cable handles with an overhand grip, palms facing forward. | Step:5 Lean forward slightly, keeping your back straight and core engaged. | Step:6 With a controlled motion, bring your arms out to the sides, keeping a slight bend in your elbows. | Step:7 Continue the motion until your arms are parallel to the ground. | Step:8 Pause for a moment, then slowly return to the starting position. | Step:9 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,10.0,6.0,0.0,8.5,0.0,9.0,Functional Training,5.6,4.2,7.3,7.3,5.2,3.0,6.0,6.0,8.0,7.0,5.4
T2fA5Ir,Squat On Bosu Ball,3,bosu ball,quads,"glutes, hamstrings, calves",upper legs,4,https://static.exercisedb.dev/media/T2fA5Ir.gif,"Step:1 Place the bosu ball on the ground with the flat side up. | Step:2 Stand with your feet shoulder-width apart and position yourself on top of the bosu ball. | Step:3 Lower your body down by bending your knees and hips, as if sitting back into a chair. | Step:4 Keep your chest up and your weight on your heels. | Step:5 Lower yourself until your thighs are parallel to the ground. | Step:6 Pause for a moment, then push through your heels to return to the starting position. | Step:7 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,10.0,6.0,0.0,8.5,0.0,9.0,Functional Training,5.6,4.2,7.3,7.3,5.2,6.0,7.0,7.0,6.0,5.0,5.4
H6ybluc,Dumbbell Single Leg Squat,3,dumbbell,glutes,"quadriceps, hamstrings, calves",upper legs,4,https://static.exercisedb.dev/media/H6ybluc.gif,"Step:1 Stand with your feet shoulder-width apart, holding a dumbbell in each hand. | Step:2 Extend one leg forward and keep it off the ground throughout the exercise. | Step:3 Bend your standing leg and lower your body down as if sitting back into a chair. | Step:4 Keep your chest up and your back straight. | Step:5 Pause for a moment at the bottom, then push through your heel to return to the starting position. | Step:6 Repeat for the desired number of repetitions, then switch legs.",0.0,8.5,7.5,0.0,10.0,6.0,0.0,8.5,0.0,9.0,Functional Training,5.6,4.2,7.3,7.3,5.2,7.5,7.0,7.0,6.0,5.0,5.4
gKozT8X,Dumbbell Single Leg Deadlift,3,dumbbell,glutes,"hamstrings, lower back",upper legs,3,https://static.exercisedb.dev/media/gKozT8X.gif,"Step:1 Stand with your feet hip-width apart, holding a dumbbell in your right hand. | Step:2 Shift your weight onto your left leg and lift your right foot slightly off the ground. | Step:3 Keeping your back straight, hinge forward at the hips and lower the dumbbell towards the ground. | Step:4 At the same time, extend your right leg straight behind you, maintaining a slight bend in your left knee. | Step:5 Lower the dumbbell until your torso and right leg are parallel to the ground. | Step:6 Pause for a moment, then engage your glutes and hamstrings to return to the starting position. | Step:7 Repeat for the desired number of repetitions, then switch sides.",0.0,8.5,7.5,0.0,10.0,6.0,0.0,8.5,0.0,9.0,Functional Training,5.6,4.2,7.3,7.3,5.2,7.5,7.0,7.0,6.0,5.0,5.4
vM5YS2g,Reverse Hyper Extension (On Stability Ball),1,stability ball,glutes,"hamstrings, lower back",upper legs,3,https://static.exercisedb.dev/media/vM5YS2g.gif,"Step:1 Lie face down on a stability ball with your hips resting on the ball and your legs extended straight behind you. | Step:2 Place your hands on the ground in front of you for stability. | Step:3 Engaging your glutes and hamstrings, lift your legs up towards the ceiling as high as you can. | Step:4 Pause for a moment at the top, then slowly lower your legs back down to the starting position. | Step:5 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,10.0,6.0,0.0,8.5,0.0,9.0,Functional Training,5.6,4.2,7.3,7.3,5.2,8.0,7.0,5.0,3.0,3.0,5.4
qLpO4vV,Back Extension On Exercise Ball,1,stability ball,spine,"glutes, hamstrings",back,3,https://static.exercisedb.dev/media/qLpO4vV.gif,"Step:1 Place the stability ball on the ground and lie face down on top of it, with your hips resting on the ball and your feet against a wall or other stable surface. | Step:2 Position your hands behind your head or crossed over your chest. | Step:3 Engage your core and slowly lift your upper body off the ball, extending your back until your body forms a straight line from your head to your heels. | Step:4 Pause for a moment at the top, then slowly lower your upper body back down to the starting position. | Step:5 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,10.0,6.0,0.0,8.5,0.0,9.0,Functional Training,5.6,4.2,7.3,7.3,5.2,8.0,7.0,5.0,3.0,3.0,5.4
WME869U,Exercise Ball Back Extension With Knees Off Ground,1,stability ball,spine,"glutes, hamstrings",back,3,https://static.exercisedb.dev/media/WME869U.gif,"Step:1 Place the stability ball on the ground and lie face down on top of it, with your hips resting on the ball and your feet against a wall for stability. | Step:2 Position your hands behind your head or crossed over your chest. | Step:3 Engage your core and slowly lift your upper body off the ball, extending your back until your body forms a straight line from your head to your heels. | Step:4 Pause for a moment at the top, then slowly lower your upper body back down to the starting position. | Step:5 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,10.0,6.0,0.0,8.5,0.0,9.0,Functional Training,5.6,4.2,7.3,7.3,5.2,8.0,7.0,5.0,3.0,3.0,5.4
wWFspEi,Smith Single Leg Split Squat,3,smith machine,quads,"glutes, hamstrings",upper legs,3,https://static.exercisedb.dev/media/wWFspEi.gif,"Step:1 Stand in front of the smith machine with your feet shoulder-width apart. | Step:2 Place one foot behind you on a bench or step, with your toes pointing forward. | Step:3 Hold onto the smith machine bar for stability. | Step:4 Bend your front knee and lower your body down into a lunge position, keeping your back straight. | Step:5 Pause for a moment at the bottom, then push through your front heel to return to the starting position. | Step:6 Repeat for the desired number of repetitions, then switch legs.",0.0,8.5,7.5,0.0,10.0,6.0,0.0,8.5,0.0,9.0,Functional Training,5.6,4.2,7.3,7.3,5.2,5.0,7.0,7.0,7.0,6.0,5.4
H1XAdpk,Dumbbell Biceps Curl V Sit On Bosu Ball,2,dumbbell,biceps,"forearms, shoulders",upper arms,3,https://static.exercisedb.dev/media/H1XAdpk.gif,"Step:1 Sit on a bosu ball with your feet flat on the ground and your knees bent at a 90-degree angle. | Step:2 Hold a dumbbell in each hand with your palms facing forward and your arms fully extended down by your sides. | Step:3 Keeping your upper arms stationary, exhale and curl the weights while contracting your biceps. | Step:4 Continue to raise the dumbbells until your biceps are fully contracted and the dumbbells are at shoulder level. | Step:5 Hold the contracted position for a brief pause as you squeeze your biceps. | Step:6 Inhale and slowly begin to lower the dumbbells back to the starting position. | Step:7 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,10.0,6.0,0.0,8.5,0.0,9.0,Functional Training,5.6,4.2,7.3,7.3,5.2,8.5,8.0,6.0,5.0,3.0,5.4
gEyURal,Barbell Single Leg Deadlift,3,barbell,glutes,"hamstrings, lower back",upper legs,3,https://static.exercisedb.dev/media/gEyURal.gif,"Step:1 Stand with your feet hip-width apart, holding a barbell in front of your thighs with an overhand grip. | Step:2 Shift your weight onto your left foot and lift your right foot slightly off the ground. | Step:3 Hinge forward at the hips, keeping your back straight and your right leg extended behind you for balance. | Step:4 Lower the barbell towards the ground, keeping it close to your body and your left leg slightly bent. | Step:5 Pause for a moment at the bottom, then engage your glutes and hamstrings to lift your torso back up to the starting position. | Step:6 Repeat for the desired number of repetitions, then switch sides.",0.0,8.5,7.5,0.0,10.0,6.0,0.0,8.5,0.0,9.0,Functional Training,5.6,4.2,7.3,7.3,5.2,5.0,7.0,7.0,7.0,6.0,5.4
y8bYM8w,Band Single Leg Split Squat,2,band,quads,"glutes, hamstrings",upper legs,3,https://static.exercisedb.dev/media/y8bYM8w.gif,"Step:1 Stand with your feet hip-width apart and place a resistance band around your ankles. | Step:2 Take a big step forward with your right foot and a smaller step back with your left foot. | Step:3 Bend your knees and lower your body until your right thigh is parallel to the ground, keeping your left knee slightly above the ground. | Step:4 Push through your right heel to return to the starting position. | Step:5 Repeat on the other side.",0.0,8.5,7.5,0.0,10.0,6.0,0.0,8.5,0.0,9.0,Functional Training,5.6,4.2,7.3,7.3,5.2,8.5,8.0,6.0,5.0,3.0,5.4
qx4fgX7,Dumbbell Single Leg Split Squat,2,dumbbell,quads,"glutes, hamstrings, calves",upper legs,4,https://static.exercisedb.dev/media/qx4fgX7.gif,"Step:1 Stand with your feet shoulder-width apart, holding a dumbbell in each hand. | Step:2 Take a step forward with one foot and position your feet so that your front foot is flat on the ground and your back foot is elevated on a bench or step. | Step:3 Lower your body by bending your front knee and hip, keeping your back knee slightly bent and your back heel off the ground. | Step:4 Continue lowering until your front thigh is parallel to the ground, then push through your front heel to return to the starting position. | Step:5 Repeat for the desired number of repetitions, then switch legs and repeat.",0.0,8.5,7.5,0.0,10.0,6.0,0.0,8.5,0.0,9.0,Functional Training,5.6,4.2,7.3,7.3,5.2,8.5,8.0,6.0,5.0,3.0,5.4
o1HGDSq,Exercise Ball Back Extension With Hands Behind Head,2,stability ball,spine,"glutes, hamstrings",back,3,https://static.exercisedb.dev/media/o1HGDSq.gif,"Step:1 Place the stability ball on the ground and lie face down on top of it with your hips resting on the ball. | Step:2 Position your feet against a wall or other stable surface for support. | Step:3 Cross your arms behind your head, with your hands touching the back of your head. | Step:4 Engage your core and slowly lift your upper body off the ball, extending your back until your body forms a straight line from your head to your hips. | Step:5 Pause for a moment at the top of the movement, then slowly lower your upper body back down to the starting position. | Step:6 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,10.0,6.0,0.0,8.5,0.0,9.0,Functional Training,5.6,4.2,7.3,7.3,5.2,7.0,8.0,6.0,5.0,3.0,5.4
PERjVm8,Exercise Ball Back Extension With Arms Extended,1,stability ball,spine,"glutes, hamstrings",back,3,https://static.exercisedb.dev/media/PERjVm8.gif,"Step:1 Place the stability ball on the ground and lie face down on top of it, with your hips resting on the ball and your feet against a wall for stability. | Step:2 Extend your arms straight out in front of you, with your palms facing down. | Step:3 Engage your core and slowly lift your upper body off the ball, keeping your back straight and your neck in line with your spine. | Step:4 Pause for a moment at the top, then slowly lower your upper body back down to the starting position. | Step:5 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,10.0,6.0,0.0,8.5,0.0,9.0,Functional Training,5.6,4.2,7.3,7.3,5.2,8.0,7.0,5.0,3.0,3.0,5.4
d9Xaxq6,Cable Russian Twists (On Stability Ball),3,cable,abs,"obliques, lower back",waist,3,https://static.exercisedb.dev/media/d9Xaxq6.gif,"Step:1 Sit on a stability ball with your feet flat on the ground and your knees bent at a 90-degree angle. | Step:2 Hold the cable handle with both hands and extend your arms straight out in front of you. | Step:3 Lean back slightly while keeping your back straight and your core engaged. | Step:4 Twist your torso to the right, bringing the cable handle towards your right hip. | Step:5 Pause for a moment, then twist your torso to the left, bringing the cable handle towards your left hip. | Step:6 Continue alternating twists for the desired number of repetitions.",0.0,8.5,7.5,0.0,10.0,6.0,0.0,8.5,0.0,9.0,Functional Training,5.6,4.2,7.3,7.3,5.2,5.0,7.0,7.0,7.0,6.0,5.4
GOJKFfO,Exercise Ball One Legged Diagonal Kick Hamstring Curl,2,stability ball,glutes,"hamstrings, calves",upper legs,3,https://static.exercisedb.dev/media/GOJKFfO.gif,"Step:1 Start by lying on your back with your legs extended and your heels resting on top of the stability ball. | Step:2 Place your arms by your sides for stability. | Step:3 Engage your glutes and core muscles to lift your hips off the ground, creating a straight line from your shoulders to your heels. | Step:4 Bend your right knee and bring it towards your chest, keeping your left leg extended and your foot flexed. | Step:5 Kick your right leg diagonally across your body, extending it fully and engaging your hamstrings. | Step:6 Slowly return your right leg to the starting position, maintaining control and stability. | Step:7 Repeat the movement with your left leg, alternating sides for the desired number of repetitions.",0.0,8.5,7.5,0.0,10.0,6.0,0.0,8.5,0.0,9.0,Functional Training,5.6,4.2,7.3,7.3,5.2,7.0,8.0,6.0,5.0,3.0,5.4
WVD66ff,Exercise Ball Back Extension With Rotation,2,stability ball,spine,"glutes, hamstrings",back,3,https://static.exercisedb.dev/media/WVD66ff.gif,"Step:1 Start by lying face down on the stability ball with your hips resting on the ball and your feet firmly planted on the ground. | Step:2 Place your hands behind your head or cross them over your chest. | Step:3 Engage your core and slowly lift your upper body off the ball, extending your back until your body forms a straight line from your head to your heels. | Step:4 Pause for a moment at the top, then slowly rotate your torso to one side, keeping your hips and legs stable. | Step:5 Return to the center and repeat the rotation to the other side. | Step:6 Lower your upper body back down to the starting position and repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,10.0,6.0,0.0,8.5,0.0,9.0,Functional Training,5.6,4.2,7.3,7.3,5.2,7.0,8.0,6.0,5.0,3.0,5.4
arsYEd3,Band One Arm Single Leg Split Squat,3,band,quads,"glutes, hamstrings",upper legs,3,https://static.exercisedb.dev/media/arsYEd3.gif,"Step:1 Stand with your feet hip-width apart and place a resistance band around your ankles. | Step:2 Extend one leg forward and rest the top of your foot on a bench or step behind you. | Step:3 Hold onto a support with one hand for balance. | Step:4 Bend your standing leg and lower your body down into a squat position, keeping your knee in line with your toes. | Step:5 Push through your heel to return to the starting position. | Step:6 Repeat for the desired number of repetitions, then switch legs.",0.0,8.5,7.5,0.0,10.0,6.0,0.0,8.5,0.0,9.0,Functional Training,5.6,4.2,7.3,7.3,5.2,7.5,7.0,7.0,6.0,5.0,5.4
fKZgDEO,Single Leg Calf Raise (On A Dumbbell),1,dumbbell,calves,"ankles, feet",lower legs,3,https://static.exercisedb.dev/media/fKZgDEO.gif,"Step:1 Stand with your feet hip-width apart and hold a dumbbell in one hand. | Step:2 Lift one foot off the ground and balance on the other foot. | Step:3 Slowly raise your heel as high as possible, using your calf muscles. | Step:4 Pause for a moment at the top, then slowly lower your heel back down. | Step:5 Repeat for the desired number of repetitions, then switch to the other leg.",0.0,8.5,7.5,0.0,10.0,6.0,0.0,8.5,0.0,9.0,Functional Training,5.6,4.2,7.3,7.3,5.2,9.5,7.0,5.0,3.0,3.0,5.4
