exercise_id,name,complexity_level,primary_equipment,target_muscles,secondary_muscles,body_parts,total_muscle_groups,gif_url,instructions,cardiovascular_endurance_score,muscular_strength_score,muscular_hypertrophy_score,power_development_score,functional_movement_score,calorie_expenditure_score,flexibility_mobility_score,balance_coordination_score,metabolic_conditioning_score,progressive_overload_score,primary_training_category,maintain_weight_compatibility,lose_weight_compatibility,gain_weight_compatibility,build_muscle_compatibility,improve_fitness_compatibility,sedentary_suitability,lightly_active_suitability,moderately_active_suitability,very_active_suitability,extremely_active_suitability,overall_quality_score
XooAdhl,Handstand,3,body weight,triceps,"shoulders, core",upper arms,3,https://static.exercisedb.dev/media/XooAdhl.gif,"Step:1 Find an open space with enough room to perform a handstand. | Step:2 Place your hands on the ground shoulder-width apart, fingers pointing forward. | Step:3 Kick your legs up towards the wall, using your core and shoulders to maintain balance. | Step:4 Once in a handstand position, engage your triceps to support your body weight. | Step:5 Hold the handstand for as long as you can maintain balance. | Step:6 To come down, slowly lower your legs back to the ground. | Step:7 Repeat for the desired number of repetitions.",0.0,3.5,3.0,0.0,2.5,0.0,0.0,2.0,0.0,0.0,Strength Training,1.7,0.9,1.9,1.9,1.6,7.5,7.0,7.0,6.0,5.0,1.4
gw9PqGk,Full Planche Push-Up,3,body weight,pectorals,"shoulders, triceps, core",chest,4,https://static.exercisedb.dev/media/gw9PqGk.gif,"Step:1 Start in a push-up position with your hands placed slightly wider than shoulder-width apart. | Step:2 Engage your core and lower your body down towards the ground, keeping your elbows close to your sides. | Step:3 As you lower yourself, lean your body forward and lift your feet off the ground, balancing on your hands. | Step:4 Continue to lower your body until your chest is just above the ground. | Step:5 Push through your hands and extend your arms to lift your body back up to the starting position. | Step:6 Maintain a straight line from your head to your heels throughout the movement. | Step:7 Repeat for the desired number of repetitions.",0.0,3.5,3.0,0.0,2.5,0.0,0.0,2.0,0.0,0.0,Strength Training,1.7,0.9,1.9,1.9,1.6,7.5,7.0,7.0,6.0,5.0,1.4
IaGQCrC,Suspended Push-Up,3,body weight,pectorals,"triceps, shoulders, core",chest,4,https://static.exercisedb.dev/media/IaGQCrC.gif,"Step:1 Find a suspension trainer and adjust it to an appropriate height. | Step:2 Stand facing away from the anchor point and hold the handles with an overhand grip. | Step:3 Walk your feet forward, leaning your body forward until your weight is supported by the suspension trainer. | Step:4 Keep your body straight from head to heels, engage your core, and lower your chest towards the handles. | Step:5 Push through your chest and arms to return to the starting position. | Step:6 Repeat for the desired number of repetitions.",0.0,3.5,3.0,0.0,2.5,0.0,0.0,2.0,0.0,0.0,Strength Training,1.7,0.9,1.9,1.9,1.6,7.5,7.0,7.0,6.0,5.0,1.4
daBmy1Y,Dumbbell Single Leg Deadlift With Stepbox Support,3,dumbbell,glutes,"hamstrings, lower back",upper legs,3,https://static.exercisedb.dev/media/daBmy1Y.gif,"Step:1 Stand with your feet hip-width apart, holding a dumbbell in your right hand. | Step:2 Place your left foot on a stepbox or elevated surface behind you. | Step:3 Keeping your back straight and core engaged, hinge forward at the hips, lowering the dumbbell towards the ground. | Step:4 As you lower the dumbbell, simultaneously lift your left leg behind you, maintaining a straight line from head to heel. | Step:5 Lower the dumbbell until you feel a stretch in your right hamstring, then return to the starting position. | Step:6 Repeat for the desired number of repetitions, then switch sides.",9.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,8.0,0.0,Cardiovascular Training,2.1,5.9,0.0,0.0,2.1,6.5,6.0,7.0,6.0,5.0,2.3
qFpAkpP,Cable Standing Lift,3,cable,abs,"obliques, lower back",waist,3,https://static.exercisedb.dev/media/qFpAkpP.gif,"Step:1 Stand facing the cable machine with your feet shoulder-width apart. | Step:2 Hold the cable handle with both hands and position it at waist height. | Step:3 Engage your core and maintain a straight back throughout the exercise. | Step:4 Keeping your arms straight, exhale and lift the cable handle up towards your opposite shoulder, rotating your torso. | Step:5 Pause for a moment at the top, then inhale and slowly lower the cable handle back to the starting position. | Step:6 Repeat for the desired number of repetitions, then switch sides.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,5.0,7.0,7.0,7.0,6.0,4.5
F1KxjBa,Dumbbell Peacher Hammer Curl,3,dumbbell,biceps,forearms,upper arms,2,https://static.exercisedb.dev/media/F1KxjBa.gif,"Step:1 Stand up straight with a dumbbell in each hand, palms facing your torso. | Step:2 Keep your elbows close to your torso and rotate the palms of your hands until they are facing forward. | Step:3 This will be your starting position. | Step:4 Now, keeping the upper arms stationary, exhale and curl the weights while contracting your biceps. | Step:5 Continue to raise the weights until your biceps are fully contracted and the dumbbells are at shoulder level. | Step:6 Hold the contracted position for a brief pause as you squeeze your biceps. | Step:7 Then, inhale and slowly begin to lower the dumbbells back to the starting position. | Step:8 Repeat for the recommended amount of repetitions.",0.0,6.5,8.5,0.0,0.0,4.0,0.0,0.0,0.0,7.5,Hypertrophy Training,1.5,1.9,5.2,5.2,1.5,7.5,7.0,7.0,6.0,5.0,2.9
d5bTEPV,Band Step-Up,3,band,glutes,"quadriceps, hamstrings, calves",upper legs,4,https://static.exercisedb.dev/media/d5bTEPV.gif,"Step:1 Place a band around your thighs, just above your knees. | Step:2 Stand facing a step or platform with your feet hip-width apart. | Step:3 Step up onto the platform with your right foot, pushing through your heel. | Step:4 Extend your left leg behind you, keeping it straight. | Step:5 Lower your left foot back down to the ground. | Step:6 Repeat with your left foot stepping up onto the platform. | Step:7 Continue alternating legs for the desired number of repetitions.",9.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,8.0,0.0,Cardiovascular Training,2.1,5.9,0.0,0.0,2.1,6.5,6.0,7.0,6.0,5.0,2.3
dmgMp3n,Barbell Incline Row,3,barbell,upper back,"biceps, forearms",back,3,https://static.exercisedb.dev/media/dmgMp3n.gif,"Step:1 Set up an incline bench at a 45-degree angle. | Step:2 Lie face down on the bench with your chest against the pad and your feet flat on the ground. | Step:3 Grasp the barbell with an overhand grip, slightly wider than shoulder-width apart. | Step:4 Keep your back straight and your core engaged. | Step:5 Pull the barbell towards your chest, squeezing your shoulder blades together. | Step:6 Pause for a moment at the top, then slowly lower the barbell back to the starting position. | Step:7 Repeat for the desired number of repetitions.",9.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,8.0,0.0,Cardiovascular Training,2.1,5.9,0.0,0.0,2.1,4.0,6.0,7.0,7.0,6.0,2.3
1jXLYEw,Standing Lateral Stretch,3,body weight,lats,"shoulders, obliques",back,3,https://static.exercisedb.dev/media/1jXLYEw.gif,"Step:1 Stand with your feet shoulder-width apart and your knees slightly bent. | Step:2 Extend your arms straight out to the sides, parallel to the ground. | Step:3 Slowly lean your upper body to one side, feeling a stretch in your side and lats. | Step:4 Hold the stretch for 15-30 seconds. | Step:5 Return to the starting position and repeat on the other side. | Step:6 Repeat for the desired number of repetitions.",0.0,3.5,3.0,0.0,5.0,0.0,9.0,6.5,0.0,0.0,Flexibility & Mobility,4.3,1.3,2.3,2.3,3.5,7.5,7.0,7.0,6.0,5.0,2.7
gKozT8X,Dumbbell Single Leg Deadlift,3,dumbbell,glutes,"hamstrings, lower back",upper legs,3,https://static.exercisedb.dev/media/gKozT8X.gif,"Step:1 Stand with your feet hip-width apart, holding a dumbbell in your right hand. | Step:2 Shift your weight onto your left leg and lift your right foot slightly off the ground. | Step:3 Keeping your back straight, hinge forward at the hips and lower the dumbbell towards the ground. | Step:4 At the same time, extend your right leg straight behind you, maintaining a slight bend in your left knee. | Step:5 Lower the dumbbell until your torso and right leg are parallel to the ground. | Step:6 Pause for a moment, then engage your glutes and hamstrings to return to the starting position. | Step:7 Repeat for the desired number of repetitions, then switch sides.",0.0,8.5,7.5,0.0,10.0,6.0,0.0,8.5,0.0,9.0,Functional Training,5.6,4.2,7.3,7.3,5.2,7.5,7.0,7.0,6.0,5.0,5.4
jDnrkar,Dumbbell Incline One Arm Hammer Press On Exercise Ball,3,dumbbell,triceps,"shoulders, chest",upper arms,3,https://static.exercisedb.dev/media/jDnrkar.gif,"Step:1 Sit on an exercise ball with a dumbbell in one hand. | Step:2 Walk your feet forward and roll your body down until your head, neck, and upper back are supported on the ball. | Step:3 Hold the dumbbell with your palm facing inward and your elbow bent at a 90-degree angle. | Step:4 Press the dumbbell up towards the ceiling, straightening your arm. | Step:5 Lower the dumbbell back down to the starting position. | Step:6 Repeat for the desired number of repetitions, then switch arms.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,7.5,7.0,7.0,6.0,5.0,4.5
oQRJYkC,Side Push Neck Stretch,3,body weight,levator scapulae,"trapezius, sternocleidomastoid",neck,3,https://static.exercisedb.dev/media/oQRJYkC.gif,"Step:1 Stand or sit up straight with your shoulders relaxed. | Step:2 Tilt your head to the right, bringing your right ear towards your right shoulder. | Step:3 Place your right hand on the left side of your head and gently apply pressure to increase the stretch. | Step:4 Hold the stretch for 15-30 seconds. | Step:5 Repeat on the other side, tilting your head to the left and applying pressure with your left hand. | Step:6 Repeat the stretch 2-3 times on each side.",0.0,3.5,3.0,0.0,5.0,0.0,9.0,6.5,0.0,0.0,Flexibility & Mobility,4.3,1.3,2.3,2.3,3.5,7.5,7.0,7.0,6.0,5.0,2.7
7RWNjiB,Dumbbell Lying Pronation On Floor,3,dumbbell,forearms,"biceps, triceps",lower arms,3,https://static.exercisedb.dev/media/7RWNjiB.gif,"Step:1 Lie flat on the floor with your face down and your arms extended straight out in front of you, holding a dumbbell in each hand. | Step:2 Rotate your palms so they are facing down towards the floor. | Step:3 Keeping your arms straight, lift the dumbbells off the floor by contracting your forearms. | Step:4 Continue lifting until your forearms are fully contracted and the dumbbells are at shoulder level. | Step:5 Hold for a moment, then slowly lower the dumbbells back down to the starting position. | Step:6 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,7.5,7.0,7.0,6.0,5.0,4.5
7F1DVzn,Lever Front Pulldown,3,leverage machine,lats,"biceps, rhomboids, rear deltoids",back,4,https://static.exercisedb.dev/media/7F1DVzn.gif,"Step:1 Adjust the seat height and position yourself on the machine with your knees under the pads and your feet flat on the ground. | Step:2 Grasp the handles with an overhand grip, slightly wider than shoulder-width apart. | Step:3 Sit upright with your chest lifted and your shoulders back, maintaining a slight arch in your lower back. | Step:4 Engage your lats and pull the handles down towards your chest, squeezing your shoulder blades together. | Step:5 Pause for a moment at the bottom of the movement, then slowly release the handles back to the starting position. | Step:6 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,6.0,7.0,7.0,6.0,5.0,4.5
isAAZWA,Side-To-Side Chin,3,body weight,lats,"biceps, forearms",back,3,https://static.exercisedb.dev/media/isAAZWA.gif,"Step:1 Stand with your feet shoulder-width apart and your knees slightly bent. | Step:2 Grasp a pull-up bar with an overhand grip, hands slightly wider than shoulder-width apart. | Step:3 Hang from the bar with your arms fully extended and your body relaxed. | Step:4 Pull yourself up by bending your elbows and bringing your chin towards the bar, while keeping your body straight. | Step:5 Once your chin is above the bar, lower yourself back down to the starting position. | Step:6 Repeat for the desired number of repetitions.",0.0,3.5,3.0,0.0,2.5,0.0,0.0,2.0,0.0,0.0,Strength Training,1.7,0.9,1.9,1.9,1.6,7.5,7.0,7.0,6.0,5.0,1.4
xLYSdtg,Cable Middle Fly,3,cable,pectorals,"deltoids, triceps",chest,3,https://static.exercisedb.dev/media/xLYSdtg.gif,"Step:1 Attach cables to both sides of a cable machine at chest height. | Step:2 Stand in the center of the machine with one foot slightly in front of the other. | Step:3 Grasp the handles with an overhand grip and extend your arms out to the sides. | Step:4 Keep a slight bend in your elbows and maintain a slight forward lean. | Step:5 Engage your chest muscles and bring your arms forward in a sweeping motion. | Step:6 Pause for a moment at the center, then slowly return your arms back to the starting position. | Step:7 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,5.0,7.0,7.0,7.0,6.0,4.5
JrOHAZc,Barbell Stiff Leg Good Morning,3,barbell,glutes,"hamstrings, lower back",upper legs,3,https://static.exercisedb.dev/media/JrOHAZc.gif,"Step:1 Stand with your feet shoulder-width apart and your knees slightly bent. | Step:2 Hold the barbell across your upper back, resting it on your traps. | Step:3 Keeping your back straight, hinge forward at the hips, pushing your glutes back. | Step:4 Lower your torso until it is parallel to the ground, feeling a stretch in your hamstrings. | Step:5 Engage your glutes and hamstrings to return to the starting position. | Step:6 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,5.0,7.0,7.0,7.0,6.0,4.5
r1XNRYB,Band Assisted Pull-Up,3,band,lats,"biceps, forearms",back,3,https://static.exercisedb.dev/media/r1XNRYB.gif,"Step:1 Attach the band to a pull-up bar or sturdy anchor point. | Step:2 Step onto the band and grip the bar with your palms facing away from you, hands slightly wider than shoulder-width apart. | Step:3 Hang with your arms fully extended, keeping your core engaged and your shoulders down and back. | Step:4 Pull your body up towards the bar by squeezing your shoulder blades together and driving your elbows down towards your hips. | Step:5 Continue pulling until your chin is above the bar, then slowly lower yourself back down to the starting position. | Step:6 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,7.5,7.0,7.0,6.0,5.0,4.5
prbWx1D,Dumbbell Rotation Reverse Fly,3,dumbbell,delts,"trapezius, rhomboids",shoulders,3,https://static.exercisedb.dev/media/prbWx1D.gif,"Step:1 Stand with your feet shoulder-width apart and hold a dumbbell in each hand, palms facing inwards. | Step:2 Bend your knees slightly and hinge forward at the hips, keeping your back straight and chest up. | Step:3 Raise your arms out to the sides, keeping a slight bend in your elbows, until they are parallel to the floor. | Step:4 Rotate your arms so that your palms are facing downwards. | Step:5 Slowly lower your arms back to the starting position. | Step:6 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,7.5,7.0,7.0,6.0,5.0,4.5
ecpY0rH,Reverse Grip Machine Lat Pulldown,3,leverage machine,lats,"biceps, forearms",back,3,https://static.exercisedb.dev/media/ecpY0rH.gif,"Step:1 Adjust the seat height and position yourself on the machine with your knees under the pads and your feet flat on the ground. | Step:2 Grasp the handles with an underhand grip, slightly wider than shoulder-width apart. | Step:3 Sit upright with your chest out and shoulders back, maintaining a slight arch in your lower back. | Step:4 Pull the handles down towards your chest, squeezing your shoulder blades together. | Step:5 Pause for a moment at the bottom of the movement, then slowly release the handles back to the starting position. | Step:6 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,6.0,7.0,7.0,6.0,5.0,4.5
HEJ6DIX,Cable Kickback,3,cable,triceps,shoulders,upper arms,2,https://static.exercisedb.dev/media/HEJ6DIX.gif,"Step:1 Stand facing a cable machine with your feet shoulder-width apart. | Step:2 Hold the cable handle with your right hand and step back to create tension in the cable. | Step:3 Bend your knees slightly and hinge forward at the hips, keeping your back straight. | Step:4 Keep your upper arm close to your body and your elbow bent at a 90-degree angle. | Step:5 Extend your forearm backward, straightening your arm fully. | Step:6 Pause for a moment, then slowly return to the starting position. | Step:7 Repeat for the desired number of repetitions, then switch sides.",0.0,6.5,8.5,0.0,0.0,4.0,0.0,0.0,0.0,7.5,Hypertrophy Training,1.5,1.9,5.2,5.2,1.5,5.0,7.0,7.0,7.0,6.0,2.9
Gnfo4FM,Barbell High Bar Squat,3,barbell,glutes,"quadriceps, hamstrings, calves, core",upper legs,5,https://static.exercisedb.dev/media/Gnfo4FM.gif,"Step:1 Stand with your feet shoulder-width apart, toes slightly turned out. | Step:2 Place the barbell on your upper back, resting it on your traps. | Step:3 Engage your core and keep your chest up as you begin to squat down, pushing your hips back and bending your knees. | Step:4 Lower yourself until your thighs are parallel to the ground, or as low as you can comfortably go. | Step:5 Drive through your heels to stand back up, extending your hips and knees. | Step:6 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,5.0,7.0,7.0,7.0,6.0,4.5
1PLE8e9,Dumbbell Incline Twisted Flyes,3,dumbbell,pectorals,"shoulders, triceps",chest,3,https://static.exercisedb.dev/media/1PLE8e9.gif,"Step:1 Set an incline bench to a 45-degree angle and sit on it with a dumbbell in each hand, palms facing each other. | Step:2 Lie back on the bench and press the dumbbells up to the starting position, directly above your chest, with your arms extended. | Step:3 Lower the dumbbells out to the sides in a wide arc until you feel a stretch in your chest. | Step:4 As you lower the dumbbells, rotate your wrists so that your palms face forward at the bottom of the movement. | Step:5 Reverse the motion and bring the dumbbells back up to the starting position, squeezing your chest muscles together at the top. | Step:6 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,7.5,7.0,7.0,6.0,5.0,4.5
CB8WET1,Incline Push Up Depth Jump,3,body weight,pectorals,"triceps, shoulders, core",chest,4,https://static.exercisedb.dev/media/CB8WET1.gif,"Step:1 Find an elevated surface, such as a bench or step, and place your hands shoulder-width apart on the edge. | Step:2 Step your feet back, keeping your body in a straight line from head to heels. | Step:3 Lower your chest towards the edge of the surface, bending your elbows and keeping your body aligned. | Step:4 Push through your palms to extend your arms and return to the starting position. | Step:5 Jump off the edge of the surface, landing softly with your knees slightly bent. | Step:6 Repeat the push-up and depth jump for the desired number of repetitions.",7.5,10.0,3.0,9.0,10.0,7.5,0.0,2.0,8.5,0.0,Strength Training,6.7,8.5,5.9,5.9,7.5,6.5,6.0,7.0,7.0,6.0,6.3
OaE7CpD,Kettlebell Double Windmill,3,kettlebell,abs,"shoulders, hamstrings",waist,3,https://static.exercisedb.dev/media/OaE7CpD.gif,"Step:1 Stand with your feet shoulder-width apart, holding a kettlebell in your right hand. | Step:2 Extend your right arm overhead, keeping your eyes on the kettlebell. | Step:3 Rotate your left foot 45 degrees to the left and your right foot 90 degrees to the right. | Step:4 Bend at the waist to the left, keeping your right arm extended overhead. | Step:5 Lower the kettlebell towards the ground, reaching towards your left foot. | Step:6 Pause for a moment, then engage your core and push through your right foot to return to the starting position. | Step:7 Repeat for the desired number of repetitions, then switch sides.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,7.5,7.0,7.0,6.0,5.0,4.5
G61cXLk,Cable Kneeling Rear Delt Row (With Rope) (Male),3,cable,delts,"trapezius, rhomboids, biceps",shoulders,4,https://static.exercisedb.dev/media/G61cXLk.gif,"Step:1 Attach a rope handle to a low cable pulley and kneel down facing the machine. | Step:2 Grasp the rope with a neutral grip (palms facing each other) and extend your arms fully in front of you. | Step:3 Keeping your back straight and core engaged, pull the rope towards your body by retracting your shoulder blades. | Step:4 Squeeze your shoulder blades together at the end of the movement and hold for a brief pause. | Step:5 Slowly release the tension and return to the starting position. | Step:6 Repeat for the desired number of repetitions.",9.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,8.0,0.0,Cardiovascular Training,2.1,5.9,0.0,0.0,2.1,4.0,6.0,7.0,7.0,6.0,2.3
