exercise_id,name,complexity_level,primary_equipment,target_muscles,secondary_muscles,body_parts,total_muscle_groups,gif_url,instructions,cardiovascular_endurance_score,muscular_strength_score,muscular_hypertrophy_score,power_development_score,functional_movement_score,calorie_expenditure_score,flexibility_mobility_score,balance_coordination_score,metabolic_conditioning_score,progressive_overload_score,primary_training_category,maintain_weight_compatibility,lose_weight_compatibility,gain_weight_compatibility,build_muscle_compatibility,improve_fitness_compatibility,sedentary_suitability,lightly_active_suitability,moderately_active_suitability,very_active_suitability,extremely_active_suitability,overall_quality_score
SGY8Zui,Barbell Clean And Press,4,barbell,quads,"hamstrings, glutes, shoulders, triceps",upper legs,5,https://static.exercisedb.dev/media/SGY8Zui.gif,"Step:1 Stand with your feet shoulder-width apart and the barbell on the floor in front of you. | Step:2 Bend your knees and hinge at the hips to lower down and grip the barbell with an overhand grip, hands slightly wider than shoulder-width apart. | Step:3 Drive through your heels and extend your hips and knees to lift the barbell off the floor, keeping it close to your body. | Step:4 As the barbell reaches your thighs, explosively extend your hips, shrug your shoulders, and pull the barbell up towards your chest. | Step:5 As the barbell reaches chest height, quickly drop under it and catch it at shoulder level, with your elbows pointing forward and your palms facing up. | Step:6 From the catch position, press the barbell overhead by extending your arms and pushing the barbell straight up. | Step:7 Lower the barbell back down to the starting position and repeat for the desired number of repetitions.",0.0,7.0,7.5,9.0,7.5,7.5,0.0,0.0,0.0,9.0,Power Training,3.4,3.9,8.0,8.0,4.3,2.0,5.0,6.0,8.0,7.0,5.1
8d8qJQI,Barbell Reverse Grip Incline Bench Row,4,barbell,upper back,"biceps, forearms",back,3,https://static.exercisedb.dev/media/8d8qJQI.gif,"Step:1 Set up an incline bench at a 45-degree angle. | Step:2 Sit on the bench facing the backrest with your chest against it. | Step:3 Grab the barbell with a reverse grip (palms facing down) and hands slightly wider than shoulder-width apart. | Step:4 Keep your back straight and core engaged. | Step:5 Pull the barbell towards your upper abdomen, squeezing your shoulder blades together. | Step:6 Pause for a moment at the top of the movement. | Step:7 Slowly lower the barbell back to the starting position. | Step:8 Repeat for the desired number of repetitions.",9.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,8.0,0.0,Cardiovascular Training,2.1,5.9,0.0,0.0,2.1,2.0,5.0,6.0,8.0,7.0,2.3
W9pFVv1,Barbell Bench Squat,4,barbell,quads,"glutes, hamstrings, calves",upper legs,4,https://static.exercisedb.dev/media/W9pFVv1.gif,"Step:1 Set up a barbell on a squat rack at chest height. | Step:2 Stand facing away from the rack, with your feet shoulder-width apart. | Step:3 Bend your knees and lower your body down into a squat position, keeping your back straight and chest up. | Step:4 Grasp the barbell with an overhand grip, slightly wider than shoulder-width apart. | Step:5 Lift the barbell off the rack and step back, ensuring your feet are still shoulder-width apart. | Step:6 Lower your body down into a squat, keeping your knees in line with your toes. | Step:7 Pause for a moment at the bottom, then push through your heels to return to the starting position. | Step:8 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,3.0,6.0,6.0,8.0,7.0,4.5
gAwDzB3,Cable Triceps Pushdown (V-Bar),4,cable,triceps,forearms,upper arms,2,https://static.exercisedb.dev/media/gAwDzB3.gif,"Step:1 Attach a v-bar attachment to the cable machine at the highest setting. | Step:2 Stand facing the cable machine with your feet shoulder-width apart. | Step:3 Grasp the v-bar with an overhand grip, palms facing down, and your hands shoulder-width apart. | Step:4 Keep your elbows close to your sides and your upper arms stationary throughout the exercise. | Step:5 Engage your triceps and exhale as you push the v-bar down until your arms are fully extended. | Step:6 Pause for a moment at the bottom of the movement, squeezing your triceps. | Step:7 Inhale as you slowly return the v-bar to the starting position, maintaining control. | Step:8 Repeat for the desired number of repetitions.",0.0,6.5,8.5,0.0,0.0,4.0,0.0,0.0,0.0,7.5,Hypertrophy Training,1.5,1.9,5.2,5.2,1.5,3.0,6.0,6.0,8.0,7.0,2.9
wQ2c4XD,Barbell Romanian Deadlift,4,barbell,glutes,"hamstrings, lower back",upper legs,3,https://static.exercisedb.dev/media/wQ2c4XD.gif,"Step:1 Stand with your feet shoulder-width apart and your toes pointing forward. | Step:2 Hold the barbell with an overhand grip, hands slightly wider than shoulder-width apart. | Step:3 Bend at the hips, keeping your back straight and your knees slightly bent. | Step:4 Lower the barbell towards the ground, keeping it close to your body. | Step:5 Feel the stretch in your hamstrings as you lower the barbell. | Step:6 Once you feel a stretch in your hamstrings, push your hips forward and stand up straight. | Step:7 Squeeze your glutes at the top of the movement. | Step:8 Lower the barbell back down to the starting position and repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,3.0,6.0,6.0,8.0,7.0,4.5
Ha7SZ3y,Kettlebell Turkish Get Up (Squat Style),5,kettlebell,glutes,"quadriceps, hamstrings, core",upper legs,4,https://static.exercisedb.dev/media/Ha7SZ3y.gif,"Step:1 Start by lying on your back with your legs extended and the kettlebell held in your right hand, arm fully extended above your shoulder. | Step:2 Bend your right knee and place your right foot flat on the ground, keeping your left leg extended. | Step:3 Pressing through your right foot, lift your hips off the ground, coming into a bridge position. | Step:4 Slide your left leg underneath your body, bending your left knee and placing your left foot flat on the ground. | Step:5 Rotate your torso to the left, bringing your left hand to the ground for support. | Step:6 Pressing through your right foot and left hand, lift your torso off the ground, coming into a kneeling position. | Step:7 From the kneeling position, stand up, keeping the kettlebell extended overhead. | Step:8 Reverse the movement to return to the starting position. | Step:9 Repeat the exercise on the other side, starting with the kettlebell in your left hand.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,5.5,4.0,5.0,6.0,7.0,4.5
6pTkI99,Dumbbell One Arm Snatch,5,dumbbell,glutes,"hamstrings, quadriceps, core",upper legs,4,https://static.exercisedb.dev/media/6pTkI99.gif,"Step:1 Stand with your feet shoulder-width apart, holding a dumbbell in one hand with an overhand grip. | Step:2 Bend your knees slightly and hinge forward at the hips, keeping your back straight and chest up. | Step:3 Lower the dumbbell towards the ground, keeping it close to your body. | Step:4 Explosively extend your hips, knees, and ankles, driving the dumbbell upwards in a straight line. | Step:5 As the dumbbell reaches shoulder height, quickly rotate your hand and punch it overhead, fully extending your arm. | Step:6 Catch the dumbbell overhead with a slight bend in your knees and hips. | Step:7 Lower the dumbbell back down to the starting position in a controlled manner. | Step:8 Repeat for the desired number of repetitions, then switch to the other arm.",0.0,7.0,7.5,9.0,7.5,7.5,0.0,0.0,0.0,9.0,Power Training,3.4,3.9,8.0,8.0,4.3,4.5,3.0,5.0,6.0,7.0,5.1
bndCa3Q,Barbell Pin Presses,4,barbell,triceps,shoulders,upper arms,2,https://static.exercisedb.dev/media/bndCa3Q.gif,"Step:1 Set up a barbell on a power rack at chest height. | Step:2 Stand facing the barbell and position yourself underneath it, with your feet shoulder-width apart. | Step:3 Grip the barbell with an overhand grip, slightly wider than shoulder-width apart. | Step:4 Lift the barbell off the rack and hold it directly above your chest, with your arms fully extended. | Step:5 Lower the barbell down towards your chest, keeping your elbows tucked in close to your body. | Step:6 Pause for a moment when the barbell touches your chest. | Step:7 Push the barbell back up to the starting position, fully extending your arms. | Step:8 Repeat for the desired number of repetitions.",0.0,6.5,8.5,0.0,0.0,4.0,0.0,0.0,0.0,7.5,Hypertrophy Training,1.5,1.9,5.2,5.2,1.5,3.0,6.0,6.0,8.0,7.0,2.9
S37C94C,Kettlebell One Arm Jerk,5,kettlebell,delts,"triceps, core",shoulders,3,https://static.exercisedb.dev/media/S37C94C.gif,"Step:1 Stand with your feet shoulder-width apart, holding a kettlebell in one hand at shoulder height. | Step:2 Bend your knees slightly and engage your core. | Step:3 Press the kettlebell overhead in a straight line, fully extending your arm. | Step:4 As you press the kettlebell overhead, simultaneously dip your knees and quickly straighten them to generate momentum. | Step:5 As the kettlebell reaches its highest point, quickly drop underneath it by bending your knees and hips. | Step:6 Catch the kettlebell with a slight bend in your knees and hips, and your arm fully extended overhead. | Step:7 Stand up straight, fully extending your knees and hips, and stabilize the kettlebell overhead. | Step:8 Lower the kettlebell back to the starting position by bending your knees and hips, and repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,5.5,4.0,5.0,6.0,7.0,4.5
WrYPP2g,Cable One Arm Straight Back High Row (Kneeling),4,cable,upper back,"biceps, shoulders",back,3,https://static.exercisedb.dev/media/WrYPP2g.gif,"Step:1 Attach a handle to a cable machine at waist height. | Step:2 Kneel down facing the cable machine and grab the handle with one hand. | Step:3 Keep your back straight and your core engaged. | Step:4 Pull the handle towards your chest, squeezing your shoulder blades together. | Step:5 Pause for a moment at the top of the movement. | Step:6 Slowly release the handle back to the starting position. | Step:7 Repeat for the desired number of repetitions. | Step:8 Switch sides and repeat the exercise with the other arm.",9.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,8.0,0.0,Cardiovascular Training,2.1,5.9,0.0,0.0,2.1,2.0,5.0,6.0,8.0,7.0,2.3
UgDm3oy,Kneeling Jump Squat,3,barbell,glutes,"quadriceps, hamstrings, calves",upper legs,4,https://static.exercisedb.dev/media/UgDm3oy.gif,"Step:1 Start by kneeling on the ground with your feet hip-width apart and your toes pointing forward. | Step:2 Hold a barbell across your upper back, resting it on your shoulders. | Step:3 Engage your core and glutes, then explosively jump up into the air, extending your hips and knees. | Step:4 As you jump, push through your toes and fully extend your ankles, knees, and hips. | Step:5 Land softly back on the ground, bending your knees to absorb the impact. | Step:6 Immediately go into the next repetition, repeating the jump squat motion.",7.5,7.0,7.5,9.0,7.5,7.5,0.0,0.0,8.5,9.0,Power Training,5.1,7.7,8.0,8.0,6.0,4.0,6.0,7.0,8.0,7.0,6.7
OmQ8w0p,Cable Palm Rotational Row,4,cable,upper back,"biceps, forearms",back,3,https://static.exercisedb.dev/media/OmQ8w0p.gif,"Step:1 Attach a handle to a cable machine at waist height. | Step:2 Stand facing the machine with your feet shoulder-width apart. | Step:3 Grasp the handle with an overhand grip, palms facing down. | Step:4 Step back to create tension on the cable, keeping your back straight and knees slightly bent. | Step:5 Pull the handle towards your body, rotating your palms to face upwards as you do so. | Step:6 Squeeze your shoulder blades together at the end of the movement. | Step:7 Slowly release the handle back to the starting position. | Step:8 Repeat for the desired number of repetitions.",9.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,8.0,0.0,Cardiovascular Training,2.1,5.9,0.0,0.0,2.1,2.0,5.0,6.0,8.0,7.0,2.3
RYcV1kH,Barbell Squat Jump Step Rear Lunge,4,barbell,quads,"glutes, hamstrings, calves",upper legs,4,https://static.exercisedb.dev/media/RYcV1kH.gif,"Step:1 Start by standing with your feet shoulder-width apart, holding a barbell across your upper back. | Step:2 Lower your body into a squat position by bending your knees and pushing your hips back. | Step:3 Explode upwards, jumping off the ground as high as you can. | Step:4 Land softly on your feet and immediately step back with one leg into a reverse lunge. | Step:5 Lower your body down until your front thigh is parallel to the ground, keeping your back straight. | Step:6 Push through your front heel to return to the starting position. | Step:7 Repeat the jump and lunge sequence on the other leg. | Step:8 Continue alternating legs for the desired number of repetitions.",9.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,8.0,0.0,Cardiovascular Training,2.1,5.9,0.0,0.0,2.1,2.0,5.0,6.0,8.0,7.0,2.3
2Pya1cP,Cable Decline Press,4,cable,pectorals,"triceps, shoulders",chest,3,https://static.exercisedb.dev/media/2Pya1cP.gif,"Step:1 Adjust the cable machine to a decline position. | Step:2 Sit on the decline bench facing the cable machine. | Step:3 Grasp the handles with an overhand grip and position them at chest level. | Step:4 Keep your feet flat on the ground and your back firmly against the bench. | Step:5 Exhale and push the handles away from your body, extending your arms fully. | Step:6 Pause for a moment at the end of the movement, squeezing your chest muscles. | Step:7 Inhale and slowly return the handles back to the starting position. | Step:8 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,3.0,6.0,6.0,8.0,7.0,4.5
U5INZY6,Cable One Arm Pulldown,4,cable,lats,"biceps, forearms",back,3,https://static.exercisedb.dev/media/U5INZY6.gif,"Step:1 Attach a single handle to a high pulley cable machine. | Step:2 Stand facing the machine with your feet shoulder-width apart. | Step:3 Grasp the handle with an overhand grip and extend your arm fully. | Step:4 Keep your back straight and your core engaged. | Step:5 Pull the handle down towards your side while keeping your elbow close to your body. | Step:6 Pause for a moment at the bottom of the movement, squeezing your lat muscle. | Step:7 Slowly release the handle back to the starting position. | Step:8 Repeat for the desired number of repetitions. | Step:9 Switch sides and repeat the exercise with the other arm.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,3.0,6.0,6.0,8.0,7.0,4.5
jFtipLl,Smith Squat,4,smith machine,glutes,"quadriceps, hamstrings, calves",upper legs,4,https://static.exercisedb.dev/media/jFtipLl.gif,"Step:1 Set up the smith machine with the barbell at an appropriate height for your squat. | Step:2 Stand with your feet shoulder-width apart, toes slightly turned out. | Step:3 Position yourself under the barbell, resting it on your upper traps and shoulders. | Step:4 Grip the barbell with a wide grip, slightly wider than shoulder-width apart. | Step:5 Engage your core and unrack the barbell, stepping back to clear the rack. | Step:6 Keeping your chest up and back straight, initiate the squat by bending at the hips and knees. | Step:7 Lower your body until your thighs are parallel to the ground or slightly below. | Step:8 Pause for a moment at the bottom, then drive through your heels to return to the starting position. | Step:9 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,3.0,6.0,6.0,8.0,7.0,4.5
IMRsOCn,Squat Jerk,4,barbell,quads,"glutes, hamstrings, calves, core",upper legs,5,https://static.exercisedb.dev/media/IMRsOCn.gif,"Step:1 Start with the barbell resting on your shoulders, with your feet shoulder-width apart. | Step:2 Lower your body into a squat position, keeping your chest up and your knees tracking over your toes. | Step:3 As you reach the bottom of the squat, explosively drive through your legs and push the barbell overhead. | Step:4 As the barbell reaches its peak, quickly drop into a split position, with one foot forward and one foot back. | Step:5 Catch the barbell overhead with your arms fully extended and your back knee slightly touching the ground. | Step:6 Stand up from the split position, bringing your feet back together. | Step:7 Lower the barbell back to your shoulders and repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,3.0,6.0,6.0,8.0,7.0,4.5
zCgxPbV,Cable Twisting Pull,4,cable,lats,"shoulders, biceps",back,3,https://static.exercisedb.dev/media/zCgxPbV.gif,"Step:1 Attach a cable handle to a low pulley and stand facing the machine. | Step:2 Grasp the handle with your left hand and step away from the machine, extending your arm fully. | Step:3 Position your feet shoulder-width apart, with your knees slightly bent. | Step:4 Keep your back straight and your core engaged throughout the exercise. | Step:5 Pull the handle towards your body, rotating your torso to the right as you do so. | Step:6 Squeeze your back muscles at the end of the movement. | Step:7 Slowly return to the starting position, keeping tension on the cable. | Step:8 Repeat for the desired number of repetitions, then switch sides and perform with your right hand.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,3.0,6.0,6.0,8.0,7.0,4.5
7xI5MXA,Cable Bench Press,4,cable,pectorals,"triceps, shoulders",chest,3,https://static.exercisedb.dev/media/7xI5MXA.gif,"Step:1 Adjust the cable machine to chest height and attach the handles. | Step:2 Stand facing away from the machine with your feet shoulder-width apart. | Step:3 Grasp the handles with an overhand grip and step forward to create tension in the cables. | Step:4 Position your feet firmly on the ground and engage your core. | Step:5 Bend your elbows and bring your hands to shoulder level, keeping your elbows at a 90-degree angle. | Step:6 Push the handles forward, extending your arms fully in front of you. | Step:7 Pause for a moment, then slowly reverse the movement, bringing your hands back to shoulder level. | Step:8 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,3.0,6.0,6.0,8.0,7.0,4.5
zK8Fu1W,Smith Reverse-Grip Press,4,smith machine,pectorals,"triceps, shoulders",chest,3,https://static.exercisedb.dev/media/zK8Fu1W.gif,"Step:1 Adjust the height of the smith machine bar to chest level. | Step:2 Stand facing the bar with your feet shoulder-width apart. | Step:3 Grasp the bar with an overhand grip, hands slightly wider than shoulder-width apart. | Step:4 Step back and position yourself with a slight bend in your knees. | Step:5 Keep your chest up and core engaged throughout the exercise. | Step:6 Lower the bar towards your chest, keeping your elbows tucked in. | Step:7 Pause for a moment at the bottom, then push the bar back up to the starting position. | Step:8 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,3.0,6.0,6.0,8.0,7.0,4.5
qXTaZnJ,Barbell Full Squat,4,barbell,glutes,"quadriceps, hamstrings, calves, core",upper legs,5,https://static.exercisedb.dev/media/qXTaZnJ.gif,"Step:1 Stand with your feet shoulder-width apart, toes slightly turned out. | Step:2 Hold the barbell across your upper back, resting it on your traps or rear delts. | Step:3 Engage your core and keep your chest up as you begin to lower your body down. | Step:4 Bend at the knees and hips, pushing your hips back and down as if sitting into a chair. | Step:5 Lower yourself until your thighs are parallel to the ground or slightly below. | Step:6 Keep your knees in line with your toes and your weight in your heels. | Step:7 Drive through your heels to stand back up, extending your hips and knees. | Step:8 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,8.0,6.0,0.0,0.0,0.0,9.0,Strength Training,3.8,3.9,7.0,7.0,3.8,3.0,6.0,6.0,8.0,7.0,4.5
