exercise_id,name,complexity_level,primary_equipment,target_muscles,secondary_muscles,body_parts,total_muscle_groups,gif_url,instructions,cardiovascular_endurance_score,muscular_strength_score,muscular_hypertrophy_score,power_development_score,functional_movement_score,calorie_expenditure_score,flexibility_mobility_score,balance_coordination_score,metabolic_conditioning_score,progressive_overload_score,primary_training_category,maintain_weight_compatibility,lose_weight_compatibility,gain_weight_compatibility,build_muscle_compatibility,improve_fitness_compatibility,sedentary_suitability,lightly_active_suitability,moderately_active_suitability,very_active_suitability,extremely_active_suitability,overall_quality_score
Y4BRNQF,Push-Up (On Stability Ball),2,stability ball,pectorals,"triceps, shoulders, core",chest,4,https://static.exercisedb.dev/media/Y4BRNQF.gif,"Step:1 Place the stability ball on the ground and position yourself facing down with your hands on the ball, shoulder-width apart. | Step:2 Extend your legs straight out behind you, balancing on your toes. | Step:3 Engage your core and lower your chest towards the ball by bending your elbows, keeping your body in a straight line. | Step:4 Pause for a moment at the bottom, then push yourself back up to the starting position by straightening your arms. | Step:5 Repeat for the desired number of repetitions.",0.0,0.0,0.0,0.0,2.0,0.0,0.0,8.5,0.0,0.0,Balance & Coordination,1.7,0.3,0.3,0.3,1.3,7.0,8.0,6.0,5.0,3.0,0.9
sVvXT5J,Exercise Ball Pike Push Up,3,stability ball,pectorals,"shoulders, triceps, core",chest,4,https://static.exercisedb.dev/media/sVvXT5J.gif,"Step:1 Start in a push-up position with your hands on the floor and your shins resting on the stability ball. | Step:2 Engage your core and lift your hips up towards the ceiling, rolling the ball towards your hands. | Step:3 Keep your legs straight and your body in a pike position, forming an inverted V shape. | Step:4 Bend your elbows and lower your upper body towards the floor, keeping your head in line with your hands. | Step:5 Push through your hands and extend your arms to return to the starting position. | Step:6 Repeat for the desired number of repetitions.",0.0,0.0,0.0,0.0,2.0,0.0,0.0,8.5,0.0,0.0,Balance & Coordination,1.7,0.3,0.3,0.3,1.3,6.0,7.0,7.0,6.0,5.0,0.9
wVompEp,Push Up On Bosu Ball,2,bosu ball,pectorals,"triceps, shoulders, core",chest,4,https://static.exercisedb.dev/media/wVompEp.gif,Step:1 Place the bosu ball on the ground with the flat side facing up. | Step:2 Position yourself in a push-up position with your hands on the outer edges of the bosu ball. | Step:3 Engage your core and lower your body down towards the bosu ball by bending your elbows. | Step:4 Push yourself back up to the starting position by extending your arms. | Step:5 Repeat for the desired number of repetitions.,0.0,0.0,0.0,0.0,2.0,0.0,0.0,8.5,0.0,0.0,Balance & Coordination,1.7,0.3,0.3,0.3,1.3,7.0,8.0,6.0,5.0,3.0,0.9
QsSQWbf,Band Single Leg Reverse Calf Raise,1,band,calves,"hamstrings, glutes",lower legs,3,https://static.exercisedb.dev/media/QsSQWbf.gif,"Step:1 Stand with your feet hip-width apart and place the band around the ball of your foot. | Step:2 Hold onto a stable object for balance. | Step:3 Slowly raise your heel off the ground, lifting your body weight onto the ball of your foot. | Step:4 Pause for a moment at the top, then slowly lower your heel back down to the starting position. | Step:5 Repeat for the desired number of repetitions, then switch to the other leg.",0.0,0.0,0.0,0.0,2.0,0.0,0.0,8.5,0.0,0.0,Balance & Coordination,1.7,0.3,0.3,0.3,1.3,9.5,7.0,5.0,3.0,3.0,0.9
1IG6gVF,Prone Twist On Stability Ball,3,stability ball,abs,"obliques, lower back",waist,3,https://static.exercisedb.dev/media/1IG6gVF.gif,"Step:1 Start by lying face down on a stability ball with your feet shoulder-width apart and your toes touching the ground. | Step:2 Place your hands behind your head or cross them over your chest. | Step:3 Engage your core muscles and slowly lift your upper body off the ball, keeping your back straight. | Step:4 Rotate your torso to one side, bringing your shoulder towards your hip. Keep your hips and legs stable throughout the movement. | Step:5 Pause for a moment, then return to the starting position. | Step:6 Repeat the rotation to the other side. | Step:7 Continue alternating sides for the desired number of repetitions.",0.0,0.0,0.0,0.0,2.0,0.0,0.0,8.5,0.0,0.0,Balance & Coordination,1.7,0.3,0.3,0.3,1.3,6.0,7.0,7.0,6.0,5.0,0.9
s34Y4LR,Weighted Seated Twist (On Stability Ball),3,weighted,abs,"obliques, lower back",waist,3,https://static.exercisedb.dev/media/s34Y4LR.gif,"Step:1 Sit on a stability ball with your feet flat on the ground and your knees bent at a 90-degree angle. | Step:2 Hold a weight plate or dumbbell with both hands close to your chest. | Step:3 Engage your core and slowly rotate your torso to one side, keeping your hips stable. | Step:4 Pause for a moment at the end of the rotation, then slowly return to the starting position. | Step:5 Repeat the rotation to the other side. | Step:6 Continue alternating sides for the desired number of repetitions.",0.0,0.0,0.0,0.0,2.0,0.0,0.0,8.5,0.0,0.0,Balance & Coordination,1.7,0.3,0.3,0.3,1.3,6.0,7.0,7.0,6.0,5.0,0.9
lCKm4Rs,Exercise Ball Prone Leg Raise,1,stability ball,spine,"abdominals, glutes",back,3,https://static.exercisedb.dev/media/lCKm4Rs.gif,"Step:1 Lie face down on a mat with your legs extended and your toes resting on top of the stability ball. | Step:2 Place your hands on the ground, shoulder-width apart, and engage your core muscles. | Step:3 Keeping your legs straight, slowly lift them off the ground, using your lower back and glutes to raise them as high as possible. | Step:4 Pause for a moment at the top, then slowly lower your legs back down to the starting position. | Step:5 Repeat for the desired number of repetitions.",0.0,0.0,0.0,0.0,2.0,0.0,0.0,8.5,0.0,0.0,Balance & Coordination,1.7,0.3,0.3,0.3,1.3,8.0,7.0,5.0,3.0,3.0,0.9
2kr2lWy,Push-Up (Bosu Ball),2,bosu ball,pectorals,"triceps, shoulders, core",chest,4,https://static.exercisedb.dev/media/2kr2lWy.gif,Step:1 Place the bosu ball on the ground with the flat side facing up. | Step:2 Position yourself in a push-up position with your hands on the outer edges of the bosu ball. | Step:3 Engage your core and lower your body down towards the bosu ball by bending your elbows. | Step:4 Push yourself back up to the starting position by extending your arms. | Step:5 Repeat for the desired number of repetitions.,0.0,0.0,0.0,0.0,2.0,0.0,0.0,8.5,0.0,0.0,Balance & Coordination,1.7,0.3,0.3,0.3,1.3,7.0,8.0,6.0,5.0,3.0,0.9
tgryw5Y,Push-Up (On Stability Ball),2,stability ball,pectorals,"triceps, shoulders, core",chest,4,https://static.exercisedb.dev/media/tgryw5Y.gif,"Step:1 Place the stability ball on the ground and position yourself facing down with your hands on the ball, shoulder-width apart. | Step:2 Extend your legs straight out behind you, balancing on your toes. | Step:3 Engage your core and lower your chest towards the ball by bending your elbows, keeping your body in a straight line. | Step:4 Pause for a moment at the bottom, then push yourself back up to the starting position by straightening your arms. | Step:5 Repeat for the desired number of repetitions.",0.0,0.0,0.0,0.0,2.0,0.0,0.0,8.5,0.0,0.0,Balance & Coordination,1.7,0.3,0.3,0.3,1.3,7.0,8.0,6.0,5.0,3.0,0.9
M72BExt,Exercise Ball One Leg Prone Lower Body Rotation,4,stability ball,glutes,"hamstrings, quadriceps, core",upper legs,4,https://static.exercisedb.dev/media/M72BExt.gif,"Step:1 Lie face down on the stability ball with your hips resting on the ball and your legs extended straight behind you. | Step:2 Place your hands on the ground in front of you for support. | Step:3 Engage your glutes and core muscles to stabilize your body. | Step:4 Slowly lift one leg off the ground, keeping it straight and parallel to the floor. | Step:5 Rotate your leg outward, away from your body, while keeping your hips and upper body stable. | Step:6 Pause for a moment at the end of the rotation, then slowly return your leg to the starting position. | Step:7 Repeat the rotation with the other leg. | Step:8 Continue alternating legs for the desired number of repetitions.",0.0,0.0,0.0,0.0,2.0,0.0,0.0,8.5,0.0,0.0,Balance & Coordination,1.7,0.3,0.3,0.3,1.3,4.0,6.0,6.0,7.0,6.0,0.9
4QqYaJW,Gentle Prone Twist On Stability Ball,3,stability ball,abs,"obliques, lower back",waist,3,https://static.exercisedb.dev/media/4QqYaJW.gif,"Step:1 Start by lying face down on a stability ball with your feet shoulder-width apart and your toes touching the ground. | Step:2 Place your hands behind your head or cross them over your chest. | Step:3 Engage your core muscles and slowly lift your upper body off the ball, keeping your back straight. | Step:4 Rotate your torso to one side, bringing your shoulder towards your hip. Keep your hips and legs stable throughout the movement. | Step:5 Pause for a moment, then return to the starting position. | Step:6 (gentle variation) Repeat the rotation to the other side. | Step:7 Continue alternating sides for the desired number of repetitions.",0.0,0.0,0.0,0.0,2.0,0.0,0.0,8.5,0.0,0.0,Balance & Coordination,1.7,0.3,0.3,0.3,1.3,6.0,7.0,7.0,6.0,5.0,0.9
