exercise_id,name,complexity_level,primary_equipment,target_muscles,secondary_muscles,body_parts,total_muscle_groups,gif_url,instructions,cardiovascular_endurance_score,muscular_strength_score,muscular_hypertrophy_score,power_development_score,functional_movement_score,calorie_expenditure_score,flexibility_mobility_score,balance_coordination_score,metabolic_conditioning_score,progressive_overload_score,primary_training_category,maintain_weight_compatibility,lose_weight_compatibility,gain_weight_compatibility,build_muscle_compatibility,improve_fitness_compatibility,sedentary_suitability,lightly_active_suitability,moderately_active_suitability,very_active_suitability,extremely_active_suitability,overall_quality_score
T2fA5Ir,Squat On Bosu Ball,3,bosu ball,quads,"glutes, hamstrings, calves",upper legs,4,https://static.exercisedb.dev/media/T2fA5Ir.gif,"Step:1 Place the bosu ball on the ground with the flat side up. | Step:2 Stand with your feet shoulder-width apart and position yourself on top of the bosu ball. | Step:3 Lower your body down by bending your knees and hips, as if sitting back into a chair. | Step:4 Keep your chest up and your weight on your heels. | Step:5 Lower yourself until your thighs are parallel to the ground. | Step:6 Pause for a moment, then push through your heels to return to the starting position. | Step:7 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,10.0,6.0,0.0,8.5,0.0,9.0,Functional Training,5.6,4.2,7.3,7.3,5.2,6.0,7.0,7.0,6.0,5.0,5.4
d9Xaxq6,Cable Russian Twists (On Stability Ball),3,cable,abs,"obliques, lower back",waist,3,https://static.exercisedb.dev/media/d9Xaxq6.gif,"Step:1 Sit on a stability ball with your feet flat on the ground and your knees bent at a 90-degree angle. | Step:2 Hold the cable handle with both hands and extend your arms straight out in front of you. | Step:3 Lean back slightly while keeping your back straight and your core engaged. | Step:4 Twist your torso to the right, bringing the cable handle towards your right hip. | Step:5 Pause for a moment, then twist your torso to the left, bringing the cable handle towards your left hip. | Step:6 Continue alternating twists for the desired number of repetitions.",0.0,8.5,7.5,0.0,10.0,6.0,0.0,8.5,0.0,9.0,Functional Training,5.6,4.2,7.3,7.3,5.2,5.0,7.0,7.0,7.0,6.0,5.4
PERjVm8,Exercise Ball Back Extension With Arms Extended,1,stability ball,spine,"glutes, hamstrings",back,3,https://static.exercisedb.dev/media/PERjVm8.gif,"Step:1 Place the stability ball on the ground and lie face down on top of it, with your hips resting on the ball and your feet against a wall for stability. | Step:2 Extend your arms straight out in front of you, with your palms facing down. | Step:3 Engage your core and slowly lift your upper body off the ball, keeping your back straight and your neck in line with your spine. | Step:4 Pause for a moment at the top, then slowly lower your upper body back down to the starting position. | Step:5 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,10.0,6.0,0.0,8.5,0.0,9.0,Functional Training,5.6,4.2,7.3,7.3,5.2,8.0,7.0,5.0,3.0,3.0,5.4
o1HGDSq,Exercise Ball Back Extension With Hands Behind Head,2,stability ball,spine,"glutes, hamstrings",back,3,https://static.exercisedb.dev/media/o1HGDSq.gif,"Step:1 Place the stability ball on the ground and lie face down on top of it with your hips resting on the ball. | Step:2 Position your feet against a wall or other stable surface for support. | Step:3 Cross your arms behind your head, with your hands touching the back of your head. | Step:4 Engage your core and slowly lift your upper body off the ball, extending your back until your body forms a straight line from your head to your hips. | Step:5 Pause for a moment at the top of the movement, then slowly lower your upper body back down to the starting position. | Step:6 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,10.0,6.0,0.0,8.5,0.0,9.0,Functional Training,5.6,4.2,7.3,7.3,5.2,7.0,8.0,6.0,5.0,3.0,5.4
qx4fgX7,Dumbbell Single Leg Split Squat,2,dumbbell,quads,"glutes, hamstrings, calves",upper legs,4,https://static.exercisedb.dev/media/qx4fgX7.gif,"Step:1 Stand with your feet shoulder-width apart, holding a dumbbell in each hand. | Step:2 Take a step forward with one foot and position your feet so that your front foot is flat on the ground and your back foot is elevated on a bench or step. | Step:3 Lower your body by bending your front knee and hip, keeping your back knee slightly bent and your back heel off the ground. | Step:4 Continue lowering until your front thigh is parallel to the ground, then push through your front heel to return to the starting position. | Step:5 Repeat for the desired number of repetitions, then switch legs and repeat.",0.0,8.5,7.5,0.0,10.0,6.0,0.0,8.5,0.0,9.0,Functional Training,5.6,4.2,7.3,7.3,5.2,8.5,8.0,6.0,5.0,3.0,5.4
GOJKFfO,Exercise Ball One Legged Diagonal Kick Hamstring Curl,2,stability ball,glutes,"hamstrings, calves",upper legs,3,https://static.exercisedb.dev/media/GOJKFfO.gif,"Step:1 Start by lying on your back with your legs extended and your heels resting on top of the stability ball. | Step:2 Place your arms by your sides for stability. | Step:3 Engage your glutes and core muscles to lift your hips off the ground, creating a straight line from your shoulders to your heels. | Step:4 Bend your right knee and bring it towards your chest, keeping your left leg extended and your foot flexed. | Step:5 Kick your right leg diagonally across your body, extending it fully and engaging your hamstrings. | Step:6 Slowly return your right leg to the starting position, maintaining control and stability. | Step:7 Repeat the movement with your left leg, alternating sides for the desired number of repetitions.",0.0,8.5,7.5,0.0,10.0,6.0,0.0,8.5,0.0,9.0,Functional Training,5.6,4.2,7.3,7.3,5.2,7.0,8.0,6.0,5.0,3.0,5.4
gEyURal,Barbell Single Leg Deadlift,3,barbell,glutes,"hamstrings, lower back",upper legs,3,https://static.exercisedb.dev/media/gEyURal.gif,"Step:1 Stand with your feet hip-width apart, holding a barbell in front of your thighs with an overhand grip. | Step:2 Shift your weight onto your left foot and lift your right foot slightly off the ground. | Step:3 Hinge forward at the hips, keeping your back straight and your right leg extended behind you for balance. | Step:4 Lower the barbell towards the ground, keeping it close to your body and your left leg slightly bent. | Step:5 Pause for a moment at the bottom, then engage your glutes and hamstrings to lift your torso back up to the starting position. | Step:6 Repeat for the desired number of repetitions, then switch sides.",0.0,8.5,7.5,0.0,10.0,6.0,0.0,8.5,0.0,9.0,Functional Training,5.6,4.2,7.3,7.3,5.2,5.0,7.0,7.0,7.0,6.0,5.4
H6ybluc,Dumbbell Single Leg Squat,3,dumbbell,glutes,"quadriceps, hamstrings, calves",upper legs,4,https://static.exercisedb.dev/media/H6ybluc.gif,"Step:1 Stand with your feet shoulder-width apart, holding a dumbbell in each hand. | Step:2 Extend one leg forward and keep it off the ground throughout the exercise. | Step:3 Bend your standing leg and lower your body down as if sitting back into a chair. | Step:4 Keep your chest up and your back straight. | Step:5 Pause for a moment at the bottom, then push through your heel to return to the starting position. | Step:6 Repeat for the desired number of repetitions, then switch legs.",0.0,8.5,7.5,0.0,10.0,6.0,0.0,8.5,0.0,9.0,Functional Training,5.6,4.2,7.3,7.3,5.2,7.5,7.0,7.0,6.0,5.0,5.4
H1XAdpk,Dumbbell Biceps Curl V Sit On Bosu Ball,2,dumbbell,biceps,"forearms, shoulders",upper arms,3,https://static.exercisedb.dev/media/H1XAdpk.gif,"Step:1 Sit on a bosu ball with your feet flat on the ground and your knees bent at a 90-degree angle. | Step:2 Hold a dumbbell in each hand with your palms facing forward and your arms fully extended down by your sides. | Step:3 Keeping your upper arms stationary, exhale and curl the weights while contracting your biceps. | Step:4 Continue to raise the dumbbells until your biceps are fully contracted and the dumbbells are at shoulder level. | Step:5 Hold the contracted position for a brief pause as you squeeze your biceps. | Step:6 Inhale and slowly begin to lower the dumbbells back to the starting position. | Step:7 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,10.0,6.0,0.0,8.5,0.0,9.0,Functional Training,5.6,4.2,7.3,7.3,5.2,8.5,8.0,6.0,5.0,3.0,5.4
gKozT8X,Dumbbell Single Leg Deadlift,3,dumbbell,glutes,"hamstrings, lower back",upper legs,3,https://static.exercisedb.dev/media/gKozT8X.gif,"Step:1 Stand with your feet hip-width apart, holding a dumbbell in your right hand. | Step:2 Shift your weight onto your left leg and lift your right foot slightly off the ground. | Step:3 Keeping your back straight, hinge forward at the hips and lower the dumbbell towards the ground. | Step:4 At the same time, extend your right leg straight behind you, maintaining a slight bend in your left knee. | Step:5 Lower the dumbbell until your torso and right leg are parallel to the ground. | Step:6 Pause for a moment, then engage your glutes and hamstrings to return to the starting position. | Step:7 Repeat for the desired number of repetitions, then switch sides.",0.0,8.5,7.5,0.0,10.0,6.0,0.0,8.5,0.0,9.0,Functional Training,5.6,4.2,7.3,7.3,5.2,7.5,7.0,7.0,6.0,5.0,5.4
vM5YS2g,Reverse Hyper Extension (On Stability Ball),1,stability ball,glutes,"hamstrings, lower back",upper legs,3,https://static.exercisedb.dev/media/vM5YS2g.gif,"Step:1 Lie face down on a stability ball with your hips resting on the ball and your legs extended straight behind you. | Step:2 Place your hands on the ground in front of you for stability. | Step:3 Engaging your glutes and hamstrings, lift your legs up towards the ceiling as high as you can. | Step:4 Pause for a moment at the top, then slowly lower your legs back down to the starting position. | Step:5 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,10.0,6.0,0.0,8.5,0.0,9.0,Functional Training,5.6,4.2,7.3,7.3,5.2,8.0,7.0,5.0,3.0,3.0,5.4
WME869U,Exercise Ball Back Extension With Knees Off Ground,1,stability ball,spine,"glutes, hamstrings",back,3,https://static.exercisedb.dev/media/WME869U.gif,"Step:1 Place the stability ball on the ground and lie face down on top of it, with your hips resting on the ball and your feet against a wall for stability. | Step:2 Position your hands behind your head or crossed over your chest. | Step:3 Engage your core and slowly lift your upper body off the ball, extending your back until your body forms a straight line from your head to your heels. | Step:4 Pause for a moment at the top, then slowly lower your upper body back down to the starting position. | Step:5 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,10.0,6.0,0.0,8.5,0.0,9.0,Functional Training,5.6,4.2,7.3,7.3,5.2,8.0,7.0,5.0,3.0,3.0,5.4
qLpO4vV,Back Extension On Exercise Ball,1,stability ball,spine,"glutes, hamstrings",back,3,https://static.exercisedb.dev/media/qLpO4vV.gif,"Step:1 Place the stability ball on the ground and lie face down on top of it, with your hips resting on the ball and your feet against a wall or other stable surface. | Step:2 Position your hands behind your head or crossed over your chest. | Step:3 Engage your core and slowly lift your upper body off the ball, extending your back until your body forms a straight line from your head to your heels. | Step:4 Pause for a moment at the top, then slowly lower your upper body back down to the starting position. | Step:5 Repeat for the desired number of repetitions.",0.0,8.5,7.5,0.0,10.0,6.0,0.0,8.5,0.0,9.0,Functional Training,5.6,4.2,7.3,7.3,5.2,8.0,7.0,5.0,3.0,3.0,5.4
wWFspEi,Smith Single Leg Split Squat,3,smith machine,quads,"glutes, hamstrings",upper legs,3,https://static.exercisedb.dev/media/wWFspEi.gif,"Step:1 Stand in front of the smith machine with your feet shoulder-width apart. | Step:2 Place one foot behind you on a bench or step, with your toes pointing forward. | Step:3 Hold onto the smith machine bar for stability. | Step:4 Bend your front knee and lower your body down into a lunge position, keeping your back straight. | Step:5 Pause for a moment at the bottom, then push through your front heel to return to the starting position. | Step:6 Repeat for the desired number of repetitions, then switch legs.",0.0,8.5,7.5,0.0,10.0,6.0,0.0,8.5,0.0,9.0,Functional Training,5.6,4.2,7.3,7.3,5.2,5.0,7.0,7.0,7.0,6.0,5.4
uL9CsKm,Ankle Circles,2,body weight,calves,ankle stabilizers,lower legs,2,https://static.exercisedb.dev/media/uL9CsKm.gif,"Step:1 Sit on the ground with your legs extended in front of you. | Step:2 Lift one leg off the ground and rotate your ankle in a circular motion. | Step:3 Perform the desired number of circles in one direction, then switch to the other direction. | Step:4 Repeat with the other leg.",2.0,0.0,0.0,0.0,2.5,2.5,0.0,2.0,0.0,0.0,Functional Training,1.3,1.4,0.4,0.4,1.2,8.5,8.0,6.0,5.0,3.0,0.9
iQ241UP,Half Sit-Up (Male),2,body weight,abs,hip flexors,waist,2,https://static.exercisedb.dev/media/iQ241UP.gif,"Step:1 Lie flat on your back with your knees bent and feet flat on the ground. | Step:2 Place your hands behind your head with your elbows pointing outwards. | Step:3 Engaging your abs, slowly lift your upper body off the ground, curling forward until your torso is at a 45-degree angle. | Step:4 Pause for a moment at the top, then slowly lower your upper body back down to the starting position. | Step:5 Repeat for the desired number of repetitions.",2.0,0.0,0.0,0.0,2.5,2.5,0.0,2.0,0.0,0.0,Functional Training,1.3,1.4,0.4,0.4,1.2,8.5,8.0,6.0,5.0,3.0,0.9
eVxAzgz,Incline Leg Hip Raise (Leg Straight),1,body weight,abs,hip flexors,waist,2,https://static.exercisedb.dev/media/eVxAzgz.gif,"Step:1 Lie on an incline bench with your back flat against the bench and your legs extended straight out in front of you. | Step:2 Place your hands on the sides of the bench for support. | Step:3 Engaging your abs, lift your legs off the bench, raising them as high as you can while keeping them straight. | Step:4 Pause for a moment at the top, then slowly lower your legs back down to the starting position. | Step:5 Repeat for the desired number of repetitions.",2.0,0.0,0.0,0.0,2.5,2.5,0.0,2.0,0.0,0.0,Functional Training,1.3,1.4,0.4,0.4,1.2,9.5,7.0,5.0,3.0,3.0,0.9
weoDEpH,Captains Chair Straight Leg Raise,2,body weight,abs,hip flexors,waist,2,https://static.exercisedb.dev/media/weoDEpH.gif,"Step:1 Sit on the captain's chair with your back against the backrest and your forearms resting on the arm pads. | Step:2 Keep your upper body stable and your back straight. | Step:3 Engage your abs and lift your legs up in front of you, keeping them straight. | Step:4 Continue lifting until your legs are parallel to the ground or as high as you can comfortably go. | Step:5 Pause for a moment at the top, then slowly lower your legs back down to the starting position. | Step:6 Repeat for the desired number of repetitions.",2.0,0.0,0.0,0.0,2.5,2.5,0.0,2.0,0.0,0.0,Functional Training,1.3,1.4,0.4,0.4,1.2,8.5,8.0,6.0,5.0,3.0,0.9
NKJ8o6x,Pelvic Tilt,3,body weight,abs,lower back,waist,2,https://static.exercisedb.dev/media/NKJ8o6x.gif,"Step:1 Lie flat on your back with your knees bent and feet flat on the ground. | Step:2 Place your hands by your sides. | Step:3 Engage your abs and tilt your pelvis upward, pressing your lower back into the ground. | Step:4 Hold this position for a few seconds, focusing on contracting your abs. | Step:5 Release the tilt and return to the starting position. | Step:6 Repeat for the desired number of repetitions.",2.0,0.0,0.0,0.0,2.5,2.5,0.0,2.0,0.0,0.0,Functional Training,1.3,1.4,0.4,0.4,1.2,7.5,7.0,7.0,6.0,5.0,0.9
enxnJcM,Quarter Sit-Up,2,body weight,abs,hip flexors,waist,2,https://static.exercisedb.dev/media/enxnJcM.gif,"Step:1 Lie flat on your back with your knees bent and feet flat on the ground. | Step:2 Place your hands behind your head with your elbows pointing outwards. | Step:3 Engaging your abs, slowly lift your upper body off the ground, curling forward until your torso is at a 45-degree angle. | Step:4 Pause for a moment at the top, then slowly lower your upper body back down to the starting position. | Step:5 Repeat for the desired number of repetitions.",2.0,0.0,0.0,0.0,2.5,2.5,0.0,2.0,0.0,0.0,Functional Training,1.3,1.4,0.4,0.4,1.2,8.5,8.0,6.0,5.0,3.0,0.9
jvp6DiD,Elbow-To-Knee,3,body weight,abs,obliques,waist,2,https://static.exercisedb.dev/media/jvp6DiD.gif,"Step:1 Start by lying flat on your back with your knees bent and feet flat on the ground. | Step:2 Place your hands behind your head with your elbows pointing outwards. | Step:3 Engage your abs and lift your upper body off the ground, bringing your right elbow towards your left knee. | Step:4 At the same time, bring your left knee towards your right elbow, creating a twisting motion. | Step:5 Pause for a moment at the top, then slowly lower your upper body and extend your legs back to the starting position. | Step:6 Repeat the movement, this time bringing your left elbow towards your right knee and your right knee towards your left elbow. | Step:7 Continue alternating sides for the desired number of repetitions.",2.0,0.0,0.0,0.0,2.5,2.5,0.0,2.0,0.0,0.0,Functional Training,1.3,1.4,0.4,0.4,1.2,7.5,7.0,7.0,6.0,5.0,0.9
pj0X0tF,Hanging Straight Leg Hip Raise,1,body weight,abs,hip flexors,waist,2,https://static.exercisedb.dev/media/pj0X0tF.gif,"Step:1 Hang from a pull-up bar with your arms fully extended and your palms facing away from you. | Step:2 Engage your core and lift your legs up in front of you until they are parallel to the ground. | Step:3 Pause for a moment at the top, then slowly lower your legs back down to the starting position. | Step:4 Repeat for the desired number of repetitions.",2.0,0.0,0.0,0.0,2.5,2.5,0.0,2.0,0.0,0.0,Functional Training,1.3,1.4,0.4,0.4,1.2,9.5,7.0,5.0,3.0,3.0,0.9
XVDdcoj,Russian Twist,3,body weight,abs,obliques,waist,2,https://static.exercisedb.dev/media/XVDdcoj.gif,"Step:1 Sit on the ground with your knees bent and feet flat on the floor. | Step:2 Lean back slightly while keeping your back straight and your core engaged. | Step:3 Hold your hands together in front of your chest or hold a weight if desired. | Step:4 Lift your feet off the ground, balancing on your sit bones. | Step:5 Twist your torso to the right, bringing your hands or weight towards the right side of your body. | Step:6 Pause for a moment, then twist your torso to the left, bringing your hands or weight towards the left side of your body. | Step:7 Continue alternating sides for the desired number of repetitions.",2.0,0.0,0.0,0.0,2.5,2.5,0.0,2.0,0.0,0.0,Functional Training,1.3,1.4,0.4,0.4,1.2,7.5,7.0,7.0,6.0,5.0,0.9
mpYUPkA,Lying Leg-Hip Raise - Contracted Variation,1,body weight,abs,hip flexors,waist,2,https://static.exercisedb.dev/media/mpYUPkA.gif,"Step:1 Lie flat on your back with your legs extended and your arms by your sides. | Step:2 Place your hands under your glutes for support. | Step:3 Engage your core and lift your legs off the ground, raising them towards the ceiling. | Step:4 Pause for a moment at the top, then slowly lower your legs back down to the starting position. Emphasize contracted control. | Step:5 Repeat for the desired number of repetitions.",2.0,0.0,0.0,0.0,2.5,2.5,0.0,2.0,0.0,0.0,Functional Training,1.3,1.4,0.4,0.4,1.2,9.5,7.0,5.0,3.0,3.0,0.9
6vcvsLS,Hanging Straight Leg Raise With Elevated,1,body weight,abs,hip flexors,waist,2,https://static.exercisedb.dev/media/6vcvsLS.gif,"Step:1 Hang from a pull-up bar with your arms fully extended and your palms facing away from you. | Step:2 Engage your core and lift your legs up in front of you, keeping them straight. | Step:3 Continue lifting until your legs are parallel to the ground or as high as you can comfortably go. Maintain elevated form throughout. | Step:4 Pause for a moment at the top, then slowly lower your legs back down to the starting position. | Step:5 Repeat for the desired number of repetitions.",2.0,0.0,0.0,0.0,2.5,2.5,0.0,2.0,0.0,0.0,Functional Training,1.3,1.4,0.4,0.4,1.2,9.5,7.0,5.0,3.0,3.0,0.9
gSO0KpB,Sit-Up With Arms On Chest With Mini,2,body weight,abs,hip flexors,waist,2,https://static.exercisedb.dev/media/gSO0KpB.gif,"Step:1 Lie flat on your back with your knees bent and feet flat on the ground. | Step:2 Cross your arms over your chest. | Step:3 Engaging your abs, lift your upper body off the ground towards your knees. | Step:4 Pause for a moment at the top, then slowly lower your upper body back down to the starting position. Maintain mini form throughout. | Step:5 Repeat for the desired number of repetitions.",2.0,0.0,0.0,0.0,2.5,2.5,0.0,2.0,0.0,0.0,Functional Training,1.3,1.4,0.4,0.4,1.2,8.5,8.0,6.0,5.0,3.0,0.9
WhuFnR7,Lying Leg Raise Flat Bench,1,body weight,abs,hip flexors,waist,2,https://static.exercisedb.dev/media/WhuFnR7.gif,"Step:1 Lie flat on a flat bench with your back pressed against it. | Step:2 Place your hands under your glutes for support. | Step:3 Keep your legs straight and together, and lift them up towards the ceiling. | Step:4 Pause for a moment at the top, then slowly lower your legs back down to the starting position. | Step:5 Repeat for the desired number of repetitions.",2.0,0.0,0.0,0.0,2.5,2.5,0.0,2.0,0.0,0.0,Functional Training,1.3,1.4,0.4,0.4,1.2,9.5,7.0,5.0,3.0,3.0,0.9
Hgs6Nl1,Seated Leg Raise,1,body weight,abs,hip flexors,waist,2,https://static.exercisedb.dev/media/Hgs6Nl1.gif,"Step:1 Sit on a flat bench with your back straight and your feet flat on the ground. | Step:2 Place your hands on the sides of the bench for support. | Step:3 Keeping your legs straight, slowly raise them up in front of you until they are parallel to the ground. | Step:4 Pause for a moment at the top, then slowly lower your legs back down to the starting position. | Step:5 Repeat for the desired number of repetitions.",2.0,0.0,0.0,0.0,2.5,2.5,0.0,2.0,0.0,0.0,Functional Training,1.3,1.4,0.4,0.4,1.2,9.5,7.0,5.0,3.0,3.0,0.9
9IxJdtC,Lying Leg-Hip Raise,1,body weight,abs,hip flexors,waist,2,https://static.exercisedb.dev/media/9IxJdtC.gif,"Step:1 Lie flat on your back with your legs extended and your arms by your sides. | Step:2 Place your hands under your glutes for support. | Step:3 Engage your core and lift your legs off the ground, raising them towards the ceiling. | Step:4 Pause for a moment at the top, then slowly lower your legs back down to the starting position. | Step:5 Repeat for the desired number of repetitions.",2.0,0.0,0.0,0.0,2.5,2.5,0.0,2.0,0.0,0.0,Functional Training,1.3,1.4,0.4,0.4,1.2,9.5,7.0,5.0,3.0,3.0,0.9
