exercise_id,name,complexity_level,primary_equipment,target_muscles,secondary_muscles,body_parts,total_muscle_groups,gif_url,instructions,cardiovascular_endurance_score,muscular_strength_score,muscular_hypertrophy_score,power_development_score,functional_movement_score,calorie_expenditure_score,flexibility_mobility_score,balance_coordination_score,metabolic_conditioning_score,progressive_overload_score,primary_training_category,maintain_weight_compatibility,lose_weight_compatibility,gain_weight_compatibility,build_muscle_compatibility,improve_fitness_compatibility,sedentary_suitability,lightly_active_suitability,moderately_active_suitability,very_active_suitability,extremely_active_suitability,overall_quality_score
yRLPCLu,Barbell Reverse Grip Skullcrusher,3,barbell,triceps,forearms,upper arms,2,https://static.exercisedb.dev/media/yRLPCLu.gif,"Step:1 Lie flat on a bench with your feet flat on the ground and your head at the end of the bench. | Step:2 Hold the barbell with a reverse grip, palms facing towards your face, and your hands shoulder-width apart. | Step:3 Extend your arms straight up over your chest, keeping your elbows in and your wrists straight. | Step:4 Slowly lower the barbell towards your forehead by bending your elbows, keeping your upper arms stationary. | Step:5 Pause for a moment at the bottom, then extend your arms back up to the starting position. | Step:6 Repeat for the desired number of repetitions.",0.0,6.5,8.5,0.0,0.0,4.0,0.0,0.0,0.0,7.5,Hypertrophy Training,1.5,1.9,5.2,5.2,1.5,5.0,7.0,7.0,7.0,6.0,2.9
PcPe0P5,Cable Rope Hammer Preacher Curl,3,cable,biceps,forearms,upper arms,2,https://static.exercisedb.dev/media/PcPe0P5.gif,"Step:1 Attach a rope attachment to a low pulley cable machine. | Step:2 Stand facing the machine with your feet shoulder-width apart. | Step:3 Grasp the rope with a neutral grip (palms facing each other). | Step:4 Position your upper arms against the preacher bench pad, keeping your elbows slightly bent. | Step:5 Keeping your upper arms stationary, exhale and curl the rope towards your shoulders by contracting your biceps. | Step:6 Hold the contracted position for a brief pause as you squeeze your biceps. | Step:7 Inhale and slowly lower the rope back to the starting position. | Step:8 Repeat for the desired number of repetitions.",0.0,6.5,8.5,0.0,0.0,4.0,0.0,0.0,0.0,7.5,Hypertrophy Training,1.5,1.9,5.2,5.2,1.5,5.0,7.0,7.0,7.0,6.0,2.9
DU5Kkj2,Dumbbell Standing One Arm Reverse Curl,1,dumbbell,biceps,forearms,upper arms,2,https://static.exercisedb.dev/media/DU5Kkj2.gif,"Step:1 Stand up straight with your feet shoulder-width apart and hold a dumbbell in one hand with an overhand grip. | Step:2 Keep your arm fully extended and close to your body, with your palm facing down. | Step:3 Slowly curl the dumbbell up towards your shoulder, keeping your upper arm stationary. | Step:4 Pause for a moment at the top, then slowly lower the dumbbell back down to the starting position. | Step:5 Repeat for the desired number of repetitions, then switch to the other arm.",0.0,6.5,8.5,0.0,0.0,4.0,0.0,0.0,0.0,7.5,Hypertrophy Training,1.5,1.9,5.2,5.2,1.5,9.5,7.0,5.0,3.0,3.0,2.9
nAuHPcD,Dumbbell One Arm Triceps Extension (On Bench),2,dumbbell,triceps,shoulders,upper arms,2,https://static.exercisedb.dev/media/nAuHPcD.gif,"Step:1 Sit on a bench with your back straight and feet flat on the ground. | Step:2 Hold a dumbbell in one hand and place your other hand on the bench for support. | Step:3 Raise the dumbbell overhead, keeping your upper arm close to your head and your elbow pointing forward. | Step:4 Lower the dumbbell behind your head by bending your elbow, keeping your upper arm stationary. | Step:5 Extend your arm back up to the starting position, fully straightening your elbow. | Step:6 Repeat for the desired number of repetitions, then switch arms.",0.0,6.5,8.5,0.0,0.0,4.0,0.0,0.0,0.0,7.5,Hypertrophy Training,1.5,1.9,5.2,5.2,1.5,8.5,8.0,6.0,5.0,3.0,2.9
2NpxjC1,Dumbbell Hammer Curl V. 2,3,dumbbell,biceps,forearms,upper arms,2,https://static.exercisedb.dev/media/2NpxjC1.gif,"Step:1 Stand up straight with a dumbbell in each hand, palms facing your torso. | Step:2 Keep your elbows close to your torso and rotate the palms of your hands until they are facing forward. | Step:3 This will be your starting position. | Step:4 Now, keeping the upper arms stationary, exhale and curl the weights while contracting your biceps. | Step:5 Continue to raise the weights until your biceps are fully contracted and the dumbbells are at shoulder level. | Step:6 Hold the contracted position for a brief pause as you squeeze your biceps. | Step:7 Then, inhale and slowly begin to lower the dumbbells back to the starting position. | Step:8 Repeat for the recommended amount of repetitions.",0.0,6.5,8.5,0.0,0.0,4.0,0.0,0.0,0.0,7.5,Hypertrophy Training,1.5,1.9,5.2,5.2,1.5,7.5,7.0,7.0,6.0,5.0,2.9
ziFKQXP,Dumbbell One Arm French Press On Exercise Ball,2,dumbbell,triceps,shoulders,upper arms,2,https://static.exercisedb.dev/media/ziFKQXP.gif,"Step:1 Sit on an exercise ball with your feet flat on the ground and your back straight. | Step:2 Hold a dumbbell in one hand with your palm facing up and your elbow bent at a 90-degree angle. | Step:3 Extend your arm straight up towards the ceiling, keeping your elbow stationary. | Step:4 Slowly lower the dumbbell back down to the starting position. | Step:5 Repeat for the desired number of repetitions, then switch arms.",0.0,6.5,8.5,0.0,0.0,4.0,0.0,0.0,0.0,7.5,Hypertrophy Training,1.5,1.9,5.2,5.2,1.5,8.5,8.0,6.0,5.0,3.0,2.9
7inpWch,Dumbbell Standing Concentration Curl,2,dumbbell,biceps,forearms,upper arms,2,https://static.exercisedb.dev/media/7inpWch.gif,"Step:1 Stand with your feet shoulder-width apart and hold a dumbbell in one hand, with your arm fully extended and palm facing inwards. | Step:2 Place your opposite hand on your thigh for support. | Step:3 Keeping your upper arm stationary, exhale and curl the dumbbell towards your shoulder by contracting your biceps. | Step:4 Continue to raise the dumbbell until your biceps are fully contracted and the dumbbell is at shoulder level. | Step:5 Hold the contracted position for a brief pause as you squeeze your biceps. | Step:6 Inhale and slowly lower the dumbbell back to the starting position. | Step:7 Repeat for the desired number of repetitions, then switch arms.",0.0,6.5,8.5,0.0,0.0,4.0,0.0,0.0,0.0,7.5,Hypertrophy Training,1.5,1.9,5.2,5.2,1.5,8.5,8.0,6.0,5.0,3.0,2.9
wyaqzOS,Dumbbell Lying One Arm Pronated Triceps Extension,1,dumbbell,triceps,shoulders,upper arms,2,https://static.exercisedb.dev/media/wyaqzOS.gif,"Step:1 Lie flat on a bench with your back and head supported, and your feet flat on the ground. | Step:2 Hold a dumbbell in one hand with your palm facing down, and extend your arm straight up above your shoulder. | Step:3 Keeping your upper arm stationary, slowly lower the dumbbell behind your head by bending your elbow. | Step:4 Pause for a moment at the bottom, then extend your arm back up to the starting position. | Step:5 Repeat for the desired number of repetitions, then switch arms.",0.0,6.5,8.5,0.0,0.0,4.0,0.0,0.0,0.0,7.5,Hypertrophy Training,1.5,1.9,5.2,5.2,1.5,9.5,7.0,5.0,3.0,3.0,2.9
r29jP7S,Dumbbell Seated Calf Raise,2,dumbbell,calves,hamstrings,lower legs,2,https://static.exercisedb.dev/media/r29jP7S.gif,"Step:1 Sit on a bench or chair with your feet flat on the ground and a dumbbell resting on your thighs. | Step:2 Place the balls of your feet on a raised surface such as a step or block, with your heels hanging off the edge. | Step:3 Hold onto the dumbbell for stability. | Step:4 Raise your heels as high as possible, lifting your body weight onto the balls of your feet. | Step:5 Pause for a moment at the top, then slowly lower your heels back down to the starting position. | Step:6 Repeat for the desired number of repetitions.",0.0,6.5,8.5,0.0,0.0,4.0,0.0,0.0,0.0,7.5,Hypertrophy Training,1.5,1.9,5.2,5.2,1.5,8.5,8.0,6.0,5.0,3.0,2.9
P2lNrGL,Cable Preacher Curl,2,cable,biceps,forearms,upper arms,2,https://static.exercisedb.dev/media/P2lNrGL.gif,"Step:1 Adjust the cable machine so that the preacher curl pad is at chest height. | Step:2 Sit on the preacher curl bench and place your upper arms on the pad, gripping the cable attachment with an underhand grip. | Step:3 Keep your back straight and your elbows tucked in at your sides. | Step:4 Slowly curl the cable attachment up towards your shoulders, squeezing your biceps at the top of the movement. | Step:5 Pause for a moment, then slowly lower the cable attachment back down to the starting position. | Step:6 Repeat for the desired number of repetitions.",0.0,6.5,8.5,0.0,0.0,4.0,0.0,0.0,0.0,7.5,Hypertrophy Training,1.5,1.9,5.2,5.2,1.5,6.0,8.0,6.0,6.0,4.0,2.9
vvNjDJS,Cable Two Arm Tricep Kickback,2,cable,triceps,shoulders,upper arms,2,https://static.exercisedb.dev/media/vvNjDJS.gif,"Step:1 Stand with your feet shoulder-width apart and knees slightly bent. | Step:2 Hold the cable handle in each hand with your palms facing inwards and your arms bent at a 90-degree angle. | Step:3 Keeping your upper arms stationary, extend your forearms backwards until your arms are fully extended. | Step:4 Pause for a moment, then slowly return to the starting position. | Step:5 Repeat for the desired number of repetitions.",0.0,6.5,8.5,0.0,0.0,4.0,0.0,0.0,0.0,7.5,Hypertrophy Training,1.5,1.9,5.2,5.2,1.5,6.0,8.0,6.0,6.0,4.0,2.9
BCUR88E,Dumbbell Standing One Arm Extension,2,dumbbell,triceps,shoulders,upper arms,2,https://static.exercisedb.dev/media/BCUR88E.gif,"Step:1 Stand with your feet shoulder-width apart, holding a dumbbell in one hand. | Step:2 Raise the dumbbell overhead, fully extending your arm. | Step:3 Keep your upper arm close to your head and perpendicular to the ground. | Step:4 Slowly lower the dumbbell behind your head, bending your elbow. | Step:5 Pause for a moment, then raise the dumbbell back to the starting position. | Step:6 Repeat for the desired number of repetitions.",0.0,6.5,8.5,0.0,0.0,4.0,0.0,0.0,0.0,7.5,Hypertrophy Training,1.5,1.9,5.2,5.2,1.5,8.5,8.0,6.0,5.0,3.0,2.9
e4ojVhP,Dumbbell Revers Grip Biceps Curl,2,dumbbell,biceps,forearms,upper arms,2,https://static.exercisedb.dev/media/e4ojVhP.gif,"Step:1 Stand up straight with a dumbbell in each hand, palms facing down and arms fully extended. | Step:2 Keeping your upper arms stationary, exhale and curl the weights while contracting your biceps. | Step:3 Continue to raise the weights until your biceps are fully contracted and the dumbbells are at shoulder level. | Step:4 Hold the contracted position for a brief pause as you squeeze your biceps. | Step:5 Inhale and slowly begin to lower the dumbbells back to the starting position. | Step:6 Repeat for the desired number of repetitions.",0.0,6.5,8.5,0.0,0.0,4.0,0.0,0.0,0.0,7.5,Hypertrophy Training,1.5,1.9,5.2,5.2,1.5,8.5,8.0,6.0,5.0,3.0,2.9
UmpPAAe,Dumbbell Standing Kickback,2,dumbbell,triceps,shoulders,upper arms,2,https://static.exercisedb.dev/media/UmpPAAe.gif,"Step:1 Stand with your feet shoulder-width apart and hold a dumbbell in each hand. | Step:2 Bend your knees slightly and hinge forward at the hips, keeping your back straight. | Step:3 Extend your arms straight back, squeezing your triceps at the top of the movement. | Step:4 Pause for a moment, then slowly lower the dumbbells back to the starting position. | Step:5 Repeat for the desired number of repetitions.",0.0,6.5,8.5,0.0,0.0,4.0,0.0,0.0,0.0,7.5,Hypertrophy Training,1.5,1.9,5.2,5.2,1.5,8.5,8.0,6.0,5.0,3.0,2.9
Gi2BXfK,Dumbbell Standing Alternating Tricep Kickback,2,dumbbell,triceps,shoulders,upper arms,2,https://static.exercisedb.dev/media/Gi2BXfK.gif,"Step:1 Stand with your feet shoulder-width apart, holding a dumbbell in each hand. | Step:2 Bend your knees slightly and hinge forward at the hips, keeping your back straight. | Step:3 Extend your arms straight back, keeping your elbows close to your body. | Step:4 Pause for a moment at the top, then slowly lower the dumbbells back to the starting position. | Step:5 Repeat with the other arm, alternating sides with each repetition.",0.0,6.5,8.5,0.0,0.0,4.0,0.0,0.0,0.0,7.5,Hypertrophy Training,1.5,1.9,5.2,5.2,1.5,8.5,8.0,6.0,5.0,3.0,2.9
Ser9eQp,Lever Triceps Extension,1,leverage machine,triceps,shoulders,upper arms,2,https://static.exercisedb.dev/media/Ser9eQp.gif,"Step:1 Adjust the seat height and position yourself on the machine with your back against the pad. | Step:2 Grasp the handles with an overhand grip and fully extend your arms in front of you. | Step:3 Keeping your upper arms stationary, slowly lower the handles towards your forehead by bending your elbows. | Step:4 Pause for a moment at the bottom, then push the handles back up to the starting position by extending your arms. | Step:5 Repeat for the desired number of repetitions.",0.0,6.5,8.5,0.0,0.0,4.0,0.0,0.0,0.0,7.5,Hypertrophy Training,1.5,1.9,5.2,5.2,1.5,8.0,7.0,5.0,3.0,3.0,2.9
O8Aq69u,Dumbbell Reverse Preacher Curl,2,dumbbell,biceps,forearms,upper arms,2,https://static.exercisedb.dev/media/O8Aq69u.gif,"Step:1 Sit on a preacher bench with your upper arms resting on the pad and your chest against the support. | Step:2 Hold a dumbbell in each hand with an underhand grip, palms facing up. | Step:3 Keeping your upper arms stationary, exhale and curl the dumbbells as you contract your biceps. | Step:4 Continue to curl the dumbbells until your biceps are fully contracted and the dumbbells are at shoulder level. | Step:5 Hold the contracted position for a brief pause as you squeeze your biceps. | Step:6 Inhale and slowly lower the dumbbells back to the starting position. | Step:7 Repeat for the desired number of repetitions.",0.0,6.5,8.5,0.0,0.0,4.0,0.0,0.0,0.0,7.5,Hypertrophy Training,1.5,1.9,5.2,5.2,1.5,8.5,8.0,6.0,5.0,3.0,2.9
XlZ4lAC,Barbell Good Morning,2,barbell,hamstrings,lower back,upper legs,2,https://static.exercisedb.dev/media/XlZ4lAC.gif,"Step:1 Start by standing with your feet shoulder-width apart and the barbell resting on your upper back. | Step:2 Keeping your back straight and your core engaged, hinge forward at the hips, pushing your buttocks back as if you were trying to touch the wall behind you with your glutes. | Step:3 Lower your torso until it is parallel to the ground, feeling a stretch in your hamstrings. | Step:4 Pause for a moment, then return to the starting position by squeezing your glutes and pushing your hips forward. | Step:5 Repeat for the desired number of repetitions.",0.0,6.5,8.5,0.0,0.0,4.0,0.0,0.0,0.0,7.5,Hypertrophy Training,1.5,1.9,5.2,5.2,1.5,6.0,8.0,6.0,6.0,4.0,2.9
